	sentence	named_entity	rank
14	Yet it is Rio’s oldest favela, settled in 1897 by a group of returning war veterans.	"[{""text"": ""Rio"", ""type"": ""GPE"", ""start"": 10, ""end"": 13, ""cms"": null}, {""text"": ""1897"", ""type"": ""DATE"", ""start"": 42, ""end"": 46, ""cms"": null}]"	246
15	Its cheap houses remain to this day, mostly unserviced and stinking of sewage, inaccessible except by precipitous steps.	[]	246
16	 At the last count there were roughly 600 such “informal” communities, accommodating a quarter of the city’s 6 million inhabitants.	"[{""text"": ""roughly 600"", ""type"": ""CARDINAL"", ""start"": 30, ""end"": 41, ""cms"": null}, {""text"": ""a quarter"", ""type"": ""CARDINAL"", ""start"": 85, ""end"": 94, ""cms"": null}, {""text"": ""6 million"", ""type"": ""CARDINAL"", ""start"": 109, ""end"": 118, ""cms"": null}]"	246
17	Over the past half century Rio’s centre of gravity has, as with many cities, drifted west from its original home.	"[{""text"": ""the past half century"", ""type"": ""DATE"", ""start"": 5, ""end"": 26, ""cms"": null}, {""text"": ""Rio"", ""type"": ""GPE"", ""start"": 27, ""end"": 30, ""cms"": null}]"	246
18	It now sprawls for over 20 miles of beaches and promontories, dramatically interspersed with mountains.	"[{""text"": ""over 20 miles"", ""type"": ""QUANTITY"", ""start"": 19, ""end"": 32, ""cms"": null}]"	246
19	Clinging to their slopes are squatter settlements, often lying immediately adjacent to rich districts “on the asphalt” below.	[]	246
20	 All developing cities – and most developed ones – have their slums.	[]	246
21	But Rio’s are remarkable in their ubiquity and in their survival in the same locations.	"[{""text"": ""Rio"", ""type"": ""LOC"", ""start"": 4, ""end"": 7, ""cms"": null}]"	246
22	While those on the flat can be reached by road, most are stacked on hillsides, hard to reach on wheels, flooded in storms and lacking sewerage and other public services.	[]	246
23	Until recently the favelas – named after scrub plants that once occupied them – were no-go areas for the police or government officials, and remained in thrall to feuding drugs gangs.	[]	246
24	They testify to the futility of criminalising the supply of what is a standard consumer product.	[]	246
25	The favelas are Blade Runner meets Italian hill town.	"[{""text"": ""Blade Runner"", ""type"": ""WORK_OF_ART"", ""start"": 16, ""end"": 28, ""cms"": null}, {""text"": ""Italian"", ""type"": ""NORP"", ""start"": 35, ""end"": 42, ""cms"": null}]"	246
26	   Facebook Twitter Pinterest	[]	246
27	Violent protests broke out in a favela near Copacabana this month after a resident was killed in clashes with the army.	"[{""text"": ""Copacabana"", ""type"": ""GPE"", ""start"": 44, ""end"": 54, ""cms"": null}, {""text"": ""this month"", ""type"": ""DATE"", ""start"": 55, ""end"": 65, ""cms"": null}]"	246
28	Photograph: Christophe Simon/AFP/Getty  With the World Cup and Olympics looming, these places are testing Brazil’s civic conscience.	"[{""text"": ""Christophe Simon"", ""type"": ""PERSON"", ""start"": 12, ""end"": 28, ""cms"": null}, {""text"": ""the World Cup"", ""type"": ""EVENT"", ""start"": 45, ""end"": 58, ""cms"": null}, {""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 63, ""end"": 71, ""cms"": null}, {""text"": ""Brazil"", ""type"": ""GPE"", ""start"": 106, ""end"": 112, ""cms"": null}]"	246
29	Most cities would by now have contrived to clear such settlements, rehousing their inhabitants with varying degrees of compulsion elsewhere.	[]	246
30	The process can be seen from Mexico City to Lagos, from Johannesburg to Bangalore, or in London or Paris a century ago.	"[{""text"": ""Mexico City"", ""type"": ""GPE"", ""start"": 29, ""end"": 40, ""cms"": null}, {""text"": ""Lagos"", ""type"": ""GPE"", ""start"": 44, ""end"": 49, ""cms"": null}, {""text"": ""Johannesburg"", ""type"": ""GPE"", ""start"": 56, ""end"": 68, ""cms"": null}, {""text"": ""Bangalore"", ""type"": ""GPE"", ""start"": 72, ""end"": 81, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 89, ""end"": 95, ""cms"": null}, {""text"": ""Paris"", ""type"": ""GPE"", ""start"": 99, ""end"": 104, ""cms"": null}, {""text"": ""a century ago"", ""type"": ""DATE"", ""start"": 105, ""end"": 118, ""cms"": null}]"	246
31	Older areas are gentrified and this in turn draws tax revenue, private investment and political clout to deliver new urban infrastructure.	[]	246
32	Even in Rio this is happening to such historic central areas as Lapa and Santa Teresa, where old streets are starting to draw restaurants, shops and entertainment back to depressed quarters.	"[{""text"": ""Rio"", ""type"": ""GPE"", ""start"": 8, ""end"": 11, ""cms"": null}, {""text"": ""Lapa"", ""type"": ""GPE"", ""start"": 64, ""end"": 68, ""cms"": null}, {""text"": ""Santa Teresa"", ""type"": ""GPE"", ""start"": 73, ""end"": 85, ""cms"": null}]"	246
33	   In Rio’s favelas, however, any such process has largely stalled.	"[{""text"": ""Rio"", ""type"": ""GPE"", ""start"": 6, ""end"": 9, ""cms"": null}]"	246
34	Their control by the drug lords kept all forms of government, including redevelopment, at bay, often at the point of a gun.	[]	246
35	A 1988 constitutional reform gave residents a degree of security of tenure, usually after five years of occupation, and title deeds are now reckoned to cover between a third and two-thirds of favela residents.	"[{""text"": ""1988"", ""type"": ""DATE"", ""start"": 2, ""end"": 6, ""cms"": null}, {""text"": ""five years"", ""type"": ""DATE"", ""start"": 90, ""end"": 100, ""cms"": null}, {""text"": ""between a third"", ""type"": ""CARDINAL"", ""start"": 158, ""end"": 173, ""cms"": null}]"	246
36	Compulsory eviction supposedly requires local consultation and the availability of alternative housing near at hand.	[]	246
37	 Such security has not been totally effective, though.	[]	246
38	The Popular Committee for the World Cup and the Olympics, which has been behind recent protests against the football tournament, claims no fewer than 170,000 people are being removed from their homes for the games.	"[{""text"": ""The Popular Committee for the World Cup"", ""type"": ""ORG"", ""start"": 0, ""end"": 39, ""cms"": null}, {""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 48, ""end"": 56, ""cms"": null}, {""text"": ""no fewer than 170,000"", ""type"": ""CARDINAL"", ""start"": 136, ""end"": 157, ""cms"": null}]"	246
39	But activists have held out against the sort of mass clearance experienced by British cities in the 1960s and 1970s and by Beijing before its Olympics.	"[{""text"": ""British"", ""type"": ""NORP"", ""start"": 78, ""end"": 85, ""cms"": null}, {""text"": ""1960s"", ""type"": ""DATE"", ""start"": 100, ""end"": 105, ""cms"": null}, {""text"": ""1970s"", ""type"": ""DATE"", ""start"": 110, ""end"": 115, ""cms"": null}, {""text"": ""Beijing"", ""type"": ""GPE"", ""start"": 123, ""end"": 130, ""cms"": null}, {""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 142, ""end"": 150, ""cms"": null}]"	246
40	Rio has failed to remove the Vila Autódromo favela, which still stands defiantly by the fence of the new Olympic park.	"[{""text"": ""Rio"", ""type"": ""GPE"", ""start"": 0, ""end"": 3, ""cms"": null}, {""text"": ""the Vila Aut\u00f3dromo favela"", ""type"": ""FAC"", ""start"": 25, ""end"": 50, ""cms"": null}]"	246
41	 	[]	246
42	For followers of post-modernism’s “new urbanism”, Rio is an exciting, infuriating place.	"[{""text"": ""Rio"", ""type"": ""GPE"", ""start"": 50, ""end"": 53, ""cms"": null}]"	246
43	As an urban form the favela is inherently robust, green and “sustainable”.	[]	246
44	It can offer high-density, low-cost living on locations penetrating the city centre and within reasonable reach of work.	[]	246
45	Its residents rely on walking and two-wheeled vehicles – taxis are ferocious motorbikes – creating close-knit, self-reliant communities in which ties of family and neighbour are strong.	"[{""text"": ""two"", ""type"": ""CARDINAL"", ""start"": 34, ""end"": 37, ""cms"": null}]"	246
46	They delineate their own boundaries of loyalty and defensible space.	[]	246
47	 Facebook Twitter Pinterest	[]	246
48	The ‘pacified’ favela of Cantagalo.	"[{""text"": ""Cantagalo"", ""type"": ""GPE"", ""start"": 25, ""end"": 34, ""cms"": null}]"	246
49	Photograph: Mario Tama/Getty	"[{""text"": ""Mario Tama"", ""type"": ""PERSON"", ""start"": 12, ""end"": 22, ""cms"": null}]"	246
50	 As a result the world flocks to study them.	[]	246
51	They have become intellectual works-in-progress to universities such as Pennsylvania, Columbia and the LSE.	"[{""text"": ""Pennsylvania"", ""type"": ""ORG"", ""start"": 72, ""end"": 84, ""cms"": null}, {""text"": ""Columbia"", ""type"": ""ORG"", ""start"": 86, ""end"": 94, ""cms"": null}, {""text"": ""LSE"", ""type"": ""ORG"", ""start"": 103, ""end"": 106, ""cms"": null}]"	246
52	Pennsylvania even built its own campus “pop-up favela” for study purposes.	"[{""text"": ""Pennsylvania"", ""type"": ""GPE"", ""start"": 0, ""end"": 12, ""cms"": null}]"	246
53	A leading NGO champion, Theresa Williamson of Catalytic Communities, sees the favelas as the “ideal affordable housing stock”.	"[{""text"": ""Theresa Williamson"", ""type"": ""PERSON"", ""start"": 24, ""end"": 42, ""cms"": null}, {""text"": ""Catalytic Communities"", ""type"": ""ORG"", ""start"": 46, ""end"": 67, ""cms"": null}]"	246
54	Their buildings are mostly brick-built and sound, maximising every inch of space and fashioned to occupants’ needs.	[]	246
55	They are low-energy to a fault.	[]	246
56	   The challenge is somehow to upgrade them to meet even the minimal standards expected for modern urban living, without lurching into old-fashioned, state-sponsored clearance and renewal.	[]	246
57	It is the challenge of the “smart cities” movement.	[]	246
58	Rio’s authorities have long acknowledged the policy: Favela Bairro in the 1990s saw them as “civic assets” rather than “aberrations”.	"[{""text"": ""Rio"", ""type"": ""GPE"", ""start"": 0, ""end"": 3, ""cms"": null}, {""text"": ""Favela Bairro"", ""type"": ""PERSON"", ""start"": 53, ""end"": 66, ""cms"": null}, {""text"": ""the 1990s"", ""type"": ""DATE"", ""start"": 70, ""end"": 79, ""cms"": null}]"	246
59	At its most basic, it secured the widespread concreting of alleys and stairways and introduced some sewerage.	[]	246
60	The theft of electricity was tolerated, through illicit wires that form a lethal canopy over back lanes.	[]	246
61	   Favela Bairro was assessed by the RioOnWatch website as having upgraded 168, or roughly a quarter, of the larger favelas by 2010.	"[{""text"": ""Favela Bairro"", ""type"": ""GPE"", ""start"": 3, ""end"": 16, ""cms"": null}, {""text"": ""RioOnWatch"", ""type"": ""ORG"", ""start"": 37, ""end"": 47, ""cms"": null}, {""text"": ""168"", ""type"": ""CARDINAL"", ""start"": 75, ""end"": 78, ""cms"": null}, {""text"": ""roughly a quarter"", ""type"": ""CARDINAL"", ""start"": 83, ""end"": 100, ""cms"": null}, {""text"": ""2010"", ""type"": ""DATE"", ""start"": 127, ""end"": 131, ""cms"": null}]"	246
62	That year it was superseded by the Olympic “legacy” programme of Morar Carioca.	"[{""text"": ""That year"", ""type"": ""DATE"", ""start"": 0, ""end"": 9, ""cms"": null}, {""text"": ""Morar Carioca"", ""type"": ""ORG"", ""start"": 65, ""end"": 78, ""cms"": null}]"	246
63	Launched by the flamboyant mayor, Eduardo Paes, this allotted $4.5bn (£2.7bn) to achieve the complete “urbanisation” of the favelas by 2020.	"[{""text"": ""Eduardo Paes"", ""type"": ""PERSON"", ""start"": 34, ""end"": 46, ""cms"": null}, {""text"": ""4.5bn"", ""type"": ""MONEY"", ""start"": 63, ""end"": 68, ""cms"": null}, {""text"": ""2020"", ""type"": ""DATE"", ""start"": 135, ""end"": 139, ""cms"": null}]"	246
64	The city would be improved from the ground up and through “the participation of organised society … through assemblies and meetings in the communities”.	[]	246
65	In future, the favela would be seen not as Rio’s problem but “the solution … the visionary answer to how the world is going to deal with the third of humanity who will live in informal settlements by 2050”.	"[{""text"": ""Rio"", ""type"": ""GPE"", ""start"": 43, ""end"": 46, ""cms"": null}, {""text"": ""the third"", ""type"": ""CARDINAL"", ""start"": 137, ""end"": 146, ""cms"": null}, {""text"": ""2050"", ""type"": ""DATE"", ""start"": 200, ""end"": 204, ""cms"": null}]"	246
66	 	[]	246
67	Morar Carioca was undeniably an imaginative exercise in sensitive urban renewal.	"[{""text"": ""Morar Carioca"", ""type"": ""FAC"", ""start"": 0, ""end"": 13, ""cms"": null}]"	246
68	Prepared with the Institute of Brazilian Architects , it would retrofit the city’s entire stock of low-cost housing, and do so free of the cost, misery and social disruption of traditional urban renewal.	"[{""text"": ""the Institute of Brazilian Architects"", ""type"": ""ORG"", ""start"": 14, ""end"": 51, ""cms"": null}]"	246
69	Houses would be left to their owners.	[]	246
70	The state would renew the public space round them.	[]	246
71	 	[]	246
72	The spirit of Morar Carioca lives, but those involved in it have been disappointed.	"[{""text"": ""Morar Carioca"", ""type"": ""PERSON"", ""start"": 14, ""end"": 27, ""cms"": null}]"	246
73	A visit to the architects’ institute is a gloomy experience, as its president, Sergio Magalhaes, shuffles maps and plans from which one project after another has been removed.	"[{""text"": ""Sergio Magalhaes"", ""type"": ""PERSON"", ""start"": 79, ""end"": 95, ""cms"": null}, {""text"": ""one"", ""type"": ""CARDINAL"", ""start"": 132, ""end"": 135, ""cms"": null}]"	246
74	What had been “a special moment in mobilising the efforts, hopes and expectations of the people”, he says, had become merely an exercise in using the Olympics to direct investment to rich and expanding areas.	"[{""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 150, ""end"": 158, ""cms"": null}]"	246
75	 	[]	246
76	Facebook Twitter Pinterest	[]	246
77	The Teleférico cable car system soars over the Complexo do Alemão favela in the north of the city.	"[{""text"": ""Telef\u00e9rico"", ""type"": ""ORG"", ""start"": 4, ""end"": 14, ""cms"": null}, {""text"": ""the Complexo do Alem\u00e3o"", ""type"": ""LOC"", ""start"": 43, ""end"": 65, ""cms"": null}]"	246
78	Photograph: Mario Tama/Getty Images	"[{""text"": ""Mario Tama"", ""type"": ""PERSON"", ""start"": 12, ""end"": 22, ""cms"": null}]"	246
79	 The promised investment has not been forthcoming, while government effort has been directed at favela “pacification”.	[]	246
80	Initiated in 2008, this rightly acknowledged that lasting improvement of favela living conditions required government control of law and order.	"[{""text"": ""2008"", ""type"": ""DATE"", ""start"": 13, ""end"": 17, ""cms"": null}]"	246
81	Otherwise nothing would happen.	[]	246
82	This took the form of mass police incursions into one favela after another, driving the gang leaders out – even if they merely moved to others.	"[{""text"": ""one"", ""type"": ""CARDINAL"", ""start"": 50, ""end"": 53, ""cms"": null}]"	246
83	The police then remained as a permanent presence.	[]	246
84	Favela police commanders would become, in effect, local mayors.	"[{""text"": ""Favela"", ""type"": ""GPE"", ""start"": 0, ""end"": 6, ""cms"": null}]"	246
85	   	[]	246
86	The programme has had its failures.	[]	246
87	Last week a police killing in the Pavão-Pavãozhino favela near Copacabana showed how easily the police can revert to old and brutal habits.	"[{""text"": ""Last week"", ""type"": ""DATE"", ""start"": 0, ""end"": 9, ""cms"": null}, {""text"": ""Pav\u00e3o-Pav\u00e3ozhino favela"", ""type"": ""LOC"", ""start"": 34, ""end"": 57, ""cms"": null}, {""text"": ""Copacabana"", ""type"": ""GPE"", ""start"": 63, ""end"": 73, ""cms"": null}]"	246
88	The new police station in Alemão is reminiscent of Ulster’s fortified citadels during the troubles.	"[{""text"": ""Alem\u00e3o"", ""type"": ""GPE"", ""start"": 26, ""end"": 32, ""cms"": null}, {""text"": ""Ulster"", ""type"": ""GPE"", ""start"": 51, ""end"": 57, ""cms"": null}]"	246
89	They are hardly a sign of hearts and minds being won and have led the geographer and local blogger, Chris Gaffney, to describe it as having merely “replaced one arbitrary and militarised system of justice with another”.	"[{""text"": ""Chris Gaffney"", ""type"": ""PERSON"", ""start"": 100, ""end"": 113, ""cms"": null}, {""text"": ""one"", ""type"": ""CARDINAL"", ""start"": 157, ""end"": 160, ""cms"": null}]"	246
90	But killings in pacified favelas, by both police and gangs, have halved over the past five years.	"[{""text"": ""the past five years"", ""type"": ""DATE"", ""start"": 77, ""end"": 96, ""cms"": null}]"	246
91	If pacification is not an end in itself it is the essential beginning of a process, the rule of some sort of law on which regeneration can proceed.	[]	246
92	 The trouble, as always, is the lack of resources for that regeneration.	[]	246
93	Brazil, like most modern political economies, is in thrall to mega-events.	"[{""text"": ""Brazil"", ""type"": ""GPE"", ""start"": 0, ""end"": 6, ""cms"": null}]"	246
94	Glory lies in the grand gesture, the big scheme, the glamour project.	[]	246
95	Rio’s current pride and joy is the redevelopment of its disused port area, the Porto Maravilha project.	"[{""text"": ""Rio"", ""type"": ""GPE"", ""start"": 0, ""end"": 3, ""cms"": null}, {""text"": ""Porto Maravilha"", ""type"": ""FAC"", ""start"": 79, ""end"": 94, ""cms"": null}]"	246
96	An overhead motorway is being buried underground and a promenade laid out between the downtown and the water.	[]	246
97	Trump towers and a luxury hotel are to rise beside it.	"[{""text"": ""Trump"", ""type"": ""PERSON"", ""start"": 0, ""end"": 5, ""cms"": null}]"	246
98	Historic 19th-century streets are being restored and an old slave dock uncovered.	"[{""text"": ""19th-century"", ""type"": ""DATE"", ""start"": 9, ""end"": 21, ""cms"": null}]"	246
99	A curiously titled “museum of the future” designed by Santiago Calatrava is emerging on an old quay.	"[{""text"": ""Santiago Calatrava"", ""type"": ""PERSON"", ""start"": 54, ""end"": 72, ""cms"": null}]"	246
100	 This is easy renewal, of a virtually empty zone of the old city.	[]	246
101	Nor has there been much attempt to repopulate it with socially mixed housing.	[]	246
102	An effort to clear a third of the adjacent favela of Providencia was balked by furious protests.	"[{""text"": ""a third"", ""type"": ""CARDINAL"", ""start"": 19, ""end"": 26, ""cms"": null}, {""text"": ""Providencia"", ""type"": ""GPE"", ""start"": 53, ""end"": 64, ""cms"": null}]"	246
103	A local hero, the artist Maurício Hora, campaigned against eviction by photographing threatened residents and projecting their faces on to their outside walls.	"[{""text"": ""Maur\u00edcio Hora"", ""type"": ""PERSON"", ""start"": 25, ""end"": 38, ""cms"": null}]"	246
104	 Providencia was eventually awarded not improved utilities but one of the more bizarre gestures of urban renewal I have seen.	"[{""text"": ""Providencia"", ""type"": ""GPE"", ""start"": 1, ""end"": 12, ""cms"": null}]"	246
105	A heavily over-engineered $35m cable car runs just half way up its slope and then appears to have been abandoned.	"[{""text"": ""35"", ""type"": ""MONEY"", ""start"": 27, ""end"": 29, ""cms"": null}, {""text"": ""half"", ""type"": ""CARDINAL"", ""start"": 51, ""end"": 55, ""cms"": null}]"	246
106	A similar contraption in London’s Docklands runs at barely 10% of capacity.	"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 25, ""end"": 31, ""cms"": null}, {""text"": ""Docklands"", ""type"": ""LOC"", ""start"": 34, ""end"": 43, ""cms"": null}, {""text"": ""barely 10%"", ""type"": ""PERCENT"", ""start"": 52, ""end"": 62, ""cms"": null}]"	246
107	Such investments are beloved of mayors, sponsors and contractors, but seldom of residents.	[]	246
108	 Facebook Twitter Pinterest	[]	246
109	Brazilian artist Maurício Hora has documented daily life in the Providencia favela.	"[{""text"": ""Brazilian"", ""type"": ""NORP"", ""start"": 0, ""end"": 9, ""cms"": null}, {""text"": ""Maur\u00edcio Hora"", ""type"": ""PERSON"", ""start"": 17, ""end"": 30, ""cms"": null}, {""text"": ""Providencia"", ""type"": ""GPE"", ""start"": 64, ""end"": 75, ""cms"": null}]"	246
110	Photograph: Antonio Scorza/AFP/Getty Images	"[{""text"": ""Antonio Scorza"", ""type"": ""PERSON"", ""start"": 12, ""end"": 26, ""cms"": null}]"	246
111	 A longer cable car, meanwhile, carries a trickle of passengers over the roofs of the sprawling favela of Complexo do Alemão in north Rio.	"[{""text"": ""Complexo do Alem\u00e3o"", ""type"": ""GPE"", ""start"": 106, ""end"": 124, ""cms"": null}, {""text"": ""Rio"", ""type"": ""GPE"", ""start"": 134, ""end"": 137, ""cms"": null}]"	246
112	Its otherworldly structure, constantly moving cars and white-gloved attendants would seem more appropriate to a ski-lift in Gstaadt.	"[{""text"": ""Gstaadt"", ""type"": ""GPE"", ""start"": 124, ""end"": 131, ""cms"": null}]"	246
113	It stops near few houses and is unavailable for heavy goods.	[]	246
114	A ground-level funicular would have made more sense.	[]	246
115	   Attempts to upgrade low-lying favelas are eerily reminiscent of similar British projects of the 1960s and 70s.	"[{""text"": ""British"", ""type"": ""NORP"", ""start"": 75, ""end"": 82, ""cms"": null}, {""text"": ""1960s"", ""type"": ""DATE"", ""start"": 99, ""end"": 104, ""cms"": null}, {""text"": ""70s"", ""type"": ""DATE"", ""start"": 109, ""end"": 112, ""cms"": null}]"	246
116	I walked through what is left of Manguinhos with Leona Deckelbaum, a local housing official turned activist.	"[{""text"": ""Manguinhos"", ""type"": ""GPE"", ""start"": 33, ""end"": 43, ""cms"": null}, {""text"": ""Leona Deckelbaum"", ""type"": ""PERSON"", ""start"": 49, ""end"": 65, ""cms"": null}]"	246
117	It was old-fashioned federal slum redevelopment: regimented tenements gave on to desolate open spaces, with allotments and kiosks in which local people were expected to find work.	[]	246
118	While a library has been opened, most of the area was smashed and deserted, the kiosks unused.	[]	246
119	 Next door, across a no man’s land of rubble, lay the remains of the surviving favela: a warren of lanes, alleys, workshops, bars, undrained and filthy.	[]	246
120	The place was regularly flooded by a polluted canal, but it was also a live community.	[]	246
121	“If only the money would have been spent just fitting drains and sewerage into the old favela,” Deckelbaum said.	"[{""text"": ""Deckelbaum"", ""type"": ""PERSON"", ""start"": 96, ""end"": 106, ""cms"": null}]"	246
122	“But then, sewers do not look good at world urbanisation conferences – not like cable cars.”  The same lesson is evident on the outskirts of the city at Cidade de Deus.	"[{""text"": ""Cidade de Deus"", ""type"": ""FAC"", ""start"": 153, ""end"": 167, ""cms"": null}]"	246
123	This was a state resettlement estate laid out in the 1960s and notorious as setting for the movie, City of God.	"[{""text"": ""the 1960s"", ""type"": ""DATE"", ""start"": 49, ""end"": 58, ""cms"": null}, {""text"": ""City of God"", ""type"": ""WORK_OF_ART"", ""start"": 99, ""end"": 110, ""cms"": null}]"	246
124	It was built with only the most rudimentary infrastructure and left to run itself, which soon brought it under the aegis of drug gangs.	[]	246
125	With no government or planning and few public services, the area’s population grew to 70,000.	"[{""text"": ""70,000"", ""type"": ""CARDINAL"", ""start"": 86, ""end"": 92, ""cms"": null}]"	246
126	Floors were added, yards were filled in, lanes disappeared.	[]	246
127	The original layout was swiftly obliterated.	[]	246
128	Cidade de Deus has recently been “pacified”.	"[{""text"": ""Cidade de Deus"", ""type"": ""WORK_OF_ART"", ""start"": 0, ""end"": 14, ""cms"": null}]"	246
129	It yet could offer a better template of self-improved housing than a cluster of frigid municipal towers.	[]	246
130	 Yet that prospect for Rio has its own bugbears.	"[{""text"": ""Rio"", ""type"": ""GPE"", ""start"": 23, ""end"": 26, ""cms"": null}]"	246
131	After pacification, favelas adjacent to the coast such as Vidigal and Rocinha have seen rents and house prices surge, inviting complaints of gentrification.	"[{""text"": ""Vidigal"", ""type"": ""GPE"", ""start"": 58, ""end"": 65, ""cms"": null}, {""text"": ""Rocinha"", ""type"": ""GPE"", ""start"": 70, ""end"": 77, ""cms"": null}]"	246
132	“Favela chic” has entered the language.	[]	246
133	TripAdvisor exults over “authentic eco-friendly favela” tours.	"[{""text"": ""TripAdvisor"", ""type"": ""ORG"", ""start"": 0, ""end"": 11, ""cms"": null}]"	246
134	Rocinha has coffee and sushi bars.	"[{""text"": ""Rocinha"", ""type"": ""ORG"", ""start"": 0, ""end"": 7, ""cms"": null}]"	246
135	A guest-house hotel on the summit of Vidigal has a view to rival any on the Côte d’Azur, even if it is desperate to reach.	"[{""text"": ""Vidigal"", ""type"": ""GPE"", ""start"": 37, ""end"": 44, ""cms"": null}, {""text"": ""the C\u00f4te d\u2019Azur"", ""type"": ""LOC"", ""start"": 72, ""end"": 87, ""cms"": null}]"	246
136	Hip restaurants and alternative bed-and-breakfasts are appearing on the back of discreet coach tours.	[]	246
137	 Facebook Twitter Pinterest	[]	246
138	A boy rides a bike with no tires in the Complexo da Mare favela, which is being occupied by federal troops ahead of the World Cup.	"[{""text"": ""Complexo da Mare"", ""type"": ""FAC"", ""start"": 40, ""end"": 56, ""cms"": null}, {""text"": ""the World Cup"", ""type"": ""EVENT"", ""start"": 116, ""end"": 129, ""cms"": null}]"	246
139	Photograph: Mario Tama/Getty	"[{""text"": ""Mario Tama"", ""type"": ""PERSON"", ""start"": 12, ""end"": 22, ""cms"": null}]"	246
140	 	[]	246
141	This presents Rio with the classic urban paradox.	"[{""text"": ""Rio"", ""type"": ""GPE"", ""start"": 14, ""end"": 17, ""cms"": null}]"	246
142	The superb location of many favelas gives them immense imputed value from gentrification and tourism, value that in most cities would have long drawn to them new residents, employers and investors.	[]	246
143	They in turn would have generated resources for better services.	[]	246
144	   Yet favelas are proud places whose residents enjoy a measure of security of tenure and a growing civic confidence.	[]	246
145	“We want to be happy and walk freely in the favela where we were born,” states a protest banner in Manguinhos.	"[{""text"": ""Manguinhos"", ""type"": ""GPE"", ""start"": 99, ""end"": 109, ""cms"": null}]"	246
146	Another at Vila Autódromo boasts “a peaceful and orderly neighbourhood since 1967”.	"[{""text"": ""Vila Aut\u00f3dromo"", ""type"": ""FAC"", ""start"": 11, ""end"": 25, ""cms"": null}, {""text"": ""1967"", ""type"": ""DATE"", ""start"": 77, ""end"": 81, ""cms"": null}]"	246
147	As these places are upgraded and made secure, there is an inevitable impact on their desirability and price – and on the desire of some residents to realise such assets as they have and move elsewhere.	[]	246
148	   	[]	246
149	All forms of social housing sooner or later must grapple with rights of property transfer.	[]	246
