	sentence	named_entity	rank
10	 	[]	36
11	"Sowrey said a ""backup plan"" included sailing all the events outside Guanabara Bay in the open Atlantic."	"[{""text"": ""Sowrey"", ""type"": ""PERSON"", ""start"": 0, ""end"": 6, ""cms"": null}, {""text"": ""Guanabara Bay"", ""type"": ""LOC"", ""start"": 68, ""end"": 81, ""cms"": null}, {""text"": ""Atlantic"", ""type"": ""LOC"", ""start"": 94, ""end"": 102, ""cms"": null}]"	36
12	The ISAF has three courses there, and three inside the bay.	"[{""text"": ""ISAF"", ""type"": ""ORG"", ""start"": 4, ""end"": 8, ""cms"": null}, {""text"": ""three"", ""type"": ""CARDINAL"", ""start"": 13, ""end"": 18, ""cms"": null}, {""text"": ""three"", ""type"": ""CARDINAL"", ""start"": 38, ""end"": 43, ""cms"": null}]"	36
13	" He said it would be ""heartbreaking"" to sail outside the bay and lose the postcard backdrop of Sugarloaf Mountain, which will be a focus of television coverage."	"[{""text"": ""Sugarloaf Mountain"", ""type"": ""LOC"", ""start"": 95, ""end"": 113, ""cms"": null}]"	36
14	Defending Olympic taekwondo champion Jade Jones tells BBC Wales Today she is proud to be a role model for girls in sport.	"[{""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 10, ""end"": 17, ""cms"": null}, {""text"": ""Jade Jones"", ""type"": ""PERSON"", ""start"": 37, ""end"": 47, ""cms"": null}, {""text"": ""BBC Wales Today"", ""type"": ""ORG"", ""start"": 54, ""end"": 69, ""cms"": null}]"	13
15	 Jones from Flint became Britain's first Olympic taekwondo gold medallist when she won the -57kg weight category at London 2012.	"[{""text"": ""Jones"", ""type"": ""PERSON"", ""start"": 1, ""end"": 6, ""cms"": null}, {""text"": ""Flint"", ""type"": ""GPE"", ""start"": 12, ""end"": 17, ""cms"": null}, {""text"": ""Britain"", ""type"": ""GPE"", ""start"": 25, ""end"": 32, ""cms"": null}, {""text"": ""first"", ""type"": ""ORDINAL"", ""start"": 35, ""end"": 40, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 41, ""end"": 48, ""cms"": null}, {""text"": ""-57kg"", ""type"": ""QUANTITY"", ""start"": 91, ""end"": 96, ""cms"": null}, {""text"": ""London 2012"", ""type"": ""EVENT"", ""start"": 116, ""end"": 127, ""cms"": null}]"	13
16	 She defends her title at Rio in August.	"[{""text"": ""Rio"", ""type"": ""FAC"", ""start"": 26, ""end"": 29, ""cms"": null}, {""text"": ""August"", ""type"": ""DATE"", ""start"": 33, ""end"": 39, ""cms"": null}]"	13
17	Image caption	[]	37
18	Adam Peaty accepted the honour from council leader Ranjit Banwait	"[{""text"": ""Adam Peaty"", ""type"": ""PERSON"", ""start"": 0, ""end"": 10, ""cms"": null}, {""text"": ""Ranjit Banwait"", ""type"": ""PERSON"", ""start"": 51, ""end"": 65, ""cms"": null}]"	37
19	 Swimmer Adam Peaty has received the freedom of the city of Derby following his gold medal win in the Rio Olympics.	"[{""text"": ""Adam Peaty"", ""type"": ""PERSON"", ""start"": 9, ""end"": 19, ""cms"": null}, {""text"": ""Derby"", ""type"": ""GPE"", ""start"": 60, ""end"": 65, ""cms"": null}, {""text"": ""the Rio Olympics"", ""type"": ""EVENT"", ""start"": 98, ""end"": 114, ""cms"": null}]"	37
20	 The athlete won Team GB's first medal of this year's Games when he took first place in the 100m breaststroke in world record time.	"[{""text"": ""Team GB's"", ""type"": ""ORG"", ""start"": 17, ""end"": 26, ""cms"": null}, {""text"": ""first"", ""type"": ""ORDINAL"", ""start"": 27, ""end"": 32, ""cms"": null}, {""text"": ""year"", ""type"": ""DATE"", ""start"": 47, ""end"": 51, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 54, ""end"": 59, ""cms"": null}, {""text"": ""first"", ""type"": ""ORDINAL"", ""start"": 73, ""end"": 78, ""cms"": null}, {""text"": ""100m"", ""type"": ""QUANTITY"", ""start"": 92, ""end"": 96, ""cms"": null}]"	37
21	 The 21-year-old, who trains with City of Derby Swimming Club, received the accolade at a ceremony at the Council House.	"[{""text"": ""21-year-old"", ""type"": ""DATE"", ""start"": 5, ""end"": 16, ""cms"": null}, {""text"": ""City of Derby Swimming Club"", ""type"": ""ORG"", ""start"": 34, ""end"": 61, ""cms"": null}, {""text"": ""the Council House"", ""type"": ""FAC"", ""start"": 102, ""end"": 119, ""cms"": null}]"	37
22	 It comes amid concerns for Derby's limited public swimming facilities.	"[{""text"": ""Derby"", ""type"": ""GPE"", ""start"": 28, ""end"": 33, ""cms"": null}]"	37
23	 Moorways Swimming Pool, where Peaty used to train, has been closed since March due to budget cuts.	"[{""text"": ""Moorways Swimming Pool"", ""type"": ""FAC"", ""start"": 1, ""end"": 23, ""cms"": null}, {""text"": ""Peaty"", ""type"": ""PERSON"", ""start"": 31, ""end"": 36, ""cms"": null}, {""text"": ""March"", ""type"": ""DATE"", ""start"": 74, ""end"": 79, ""cms"": null}]"	37
24	 The family pool at the city's Queen's Leisure Centre has also been shut for repair work.	"[{""text"": ""Queen's Leisure Centre"", ""type"": ""FAC"", ""start"": 31, ""end"": 53, ""cms"": null}]"	37
25	" Before accepting his award, Peaty urged the authority to ""push those facilities forward"" and use the Olympic legacy as an advantage."	"[{""text"": ""Peaty"", ""type"": ""PERSON"", ""start"": 29, ""end"": 34, ""cms"": null}, {""text"": ""authority"", ""type"": ""ORG"", ""start"": 45, ""end"": 54, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 102, ""end"": 109, ""cms"": null}]"	37
26	" Derby council leader Ranjit Banwait replied he was ""committed"" to building a new £50m pool at the Moorways site by 2018.  Image copyright Getty Images"	"[{""text"": ""Derby"", ""type"": ""GPE"", ""start"": 1, ""end"": 6, ""cms"": null}, {""text"": ""Ranjit Banwait"", ""type"": ""PERSON"", ""start"": 22, ""end"": 36, ""cms"": null}, {""text"": ""\u00a350m"", ""type"": ""MONEY"", ""start"": 82, ""end"": 86, ""cms"": null}, {""text"": ""Moorways"", ""type"": ""FAC"", ""start"": 99, ""end"": 107, ""cms"": null}, {""text"": ""2018"", ""type"": ""DATE"", ""start"": 116, ""end"": 120, ""cms"": null}, {""text"": ""Getty Images"", ""type"": ""ORG"", ""start"": 139, ""end"": 151, ""cms"": null}]"	37
27	Image	[]	37
28	caption	[]	37
29	Adam Peaty's grandmother revealed how he used to be scared of water	"[{""text"": ""Adam Peaty's"", ""type"": ""PERSON"", ""start"": 0, ""end"": 12, ""cms"": null}]"	37
30	" The Labour councillor added giving Peaty the freedom honour was a chance to celebrate his ""fantastic sporting success"".  Peaty's coach Mel Marshall and Lewis White, who won a bronze medal in the S9 400m freestyle at the Rio Paralympics, were also honoured at the ceremony."	"[{""text"": ""Labour"", ""type"": ""NORP"", ""start"": 5, ""end"": 11, ""cms"": null}, {""text"": ""Peaty"", ""type"": ""PERSON"", ""start"": 36, ""end"": 41, ""cms"": null}, {""text"": ""Peaty"", ""type"": ""PERSON"", ""start"": 122, ""end"": 127, ""cms"": null}, {""text"": ""Mel Marshall"", ""type"": ""PERSON"", ""start"": 136, ""end"": 148, ""cms"": null}, {""text"": ""Lewis White"", ""type"": ""PERSON"", ""start"": 153, ""end"": 164, ""cms"": null}, {""text"": ""400m"", ""type"": ""QUANTITY"", ""start"": 199, ""end"": 203, ""cms"": null}, {""text"": ""the Rio Paralympics"", ""type"": ""EVENT"", ""start"": 217, ""end"": 236, ""cms"": null}]"	37
31	 	[]	37
32	The Staffordshire swimmer's Olympic success made him the first British man to win a swimming gold medal since Adrian Moorhouse, in Seoul 1988.	"[{""text"": ""Staffordshire"", ""type"": ""GPE"", ""start"": 4, ""end"": 17, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 28, ""end"": 35, ""cms"": null}, {""text"": ""first"", ""type"": ""ORDINAL"", ""start"": 57, ""end"": 62, ""cms"": null}, {""text"": ""British"", ""type"": ""NORP"", ""start"": 63, ""end"": 70, ""cms"": null}, {""text"": ""Adrian Moorhouse"", ""type"": ""PERSON"", ""start"": 110, ""end"": 126, ""cms"": null}, {""text"": ""Seoul"", ""type"": ""GPE"", ""start"": 131, ""end"": 136, ""cms"": null}, {""text"": ""1988"", ""type"": ""DATE"", ""start"": 137, ""end"": 141, ""cms"": null}]"	37
33	 Earlier this month hundreds of people lined the streets of Peaty's hometown of Uttoxeter during an open top bus tour.	"[{""text"": ""Earlier this month"", ""type"": ""DATE"", ""start"": 1, ""end"": 19, ""cms"": null}, {""text"": ""hundreds"", ""type"": ""CARDINAL"", ""start"": 20, ""end"": 28, ""cms"": null}, {""text"": ""Peaty"", ""type"": ""PERSON"", ""start"": 60, ""end"": 65, ""cms"": null}, {""text"": ""Uttoxeter"", ""type"": ""GPE"", ""start"": 80, ""end"": 89, ""cms"": null}]"	37
34	The Brazilian Ministry of Sport has taken over the running of most of the venues in the Olympic Park, including the tennis centre  At a small, run-down training centre just to the north of Rio, Ane Marcelle dos Santos steadies her bow, carefully pulls an arrow from her quiver, pulls back the high-tension cord, pauses and shoots.	"[{""text"": ""Brazilian"", ""type"": ""NORP"", ""start"": 4, ""end"": 13, ""cms"": null}, {""text"": ""the Olympic Park"", ""type"": ""FAC"", ""start"": 84, ""end"": 100, ""cms"": null}, {""text"": ""Rio"", ""type"": ""GPE"", ""start"": 189, ""end"": 192, ""cms"": null}, {""text"": ""Ane Marcelle dos Santos"", ""type"": ""PERSON"", ""start"": 194, ""end"": 217, ""cms"": null}]"	1
35	 The arrow hits the target, way down the range - not quite in the middle, but still gold.	[]	1
36	" ""I love this sport,"" Ane Marcelle tells me, ""but I'm not sure if I can carry on doing this for much longer."""	"[{""text"": ""Ane Marcelle"", ""type"": ""PERSON"", ""start"": 22, ""end"": 34, ""cms"": null}]"	1
37	 The 23-year-old came a creditable ninth in the women's archery at Rio 2016.	"[{""text"": ""23-year-old"", ""type"": ""DATE"", ""start"": 5, ""end"": 16, ""cms"": null}, {""text"": ""ninth"", ""type"": ""ORDINAL"", ""start"": 35, ""end"": 40, ""cms"": null}, {""text"": ""Rio 2016"", ""type"": ""EVENT"", ""start"": 67, ""end"": 75, ""cms"": null}]"	1
38	Those were her first Games, and she's a genuine medal prospect for Tokyo 2020 - part of what should be Brazil's Olympic sporting legacy.	"[{""text"": ""first"", ""type"": ""ORDINAL"", ""start"": 15, ""end"": 20, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 21, ""end"": 26, ""cms"": null}, {""text"": ""Tokyo 2020"", ""type"": ""EVENT"", ""start"": 67, ""end"": 77, ""cms"": null}, {""text"": ""Brazil"", ""type"": ""GPE"", ""start"": 103, ""end"": 109, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 112, ""end"": 119, ""cms"": null}]"	1
39	 Speaking to BBC Radio 5 live Breakfast, Ane Marcelle explains how, less than a month after the Games ended, she lost most of her funding, her coach and other vital backing.	"[{""text"": ""BBC Radio 5"", ""type"": ""ORG"", ""start"": 13, ""end"": 24, ""cms"": null}, {""text"": ""Ane Marcelle"", ""type"": ""PERSON"", ""start"": 41, ""end"": 53, ""cms"": null}, {""text"": ""less than a month"", ""type"": ""DATE"", ""start"": 68, ""end"": 85, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 96, ""end"": 101, ""cms"": null}]"	1
40	" ""The Brazilian Olympic Committee cut everything: my health insurance, my salary, everything,"" she says, barely able to contain her disappointment."	"[{""text"": ""The Brazilian Olympic Committee"", ""type"": ""ORG"", ""start"": 2, ""end"": 33, ""cms"": null}]"	1
41	"""We made history in archery, achieving something no Brazilian had ever achieved."	"[{""text"": ""Brazilian"", ""type"": ""NORP"", ""start"": 52, ""end"": 61, ""cms"": null}]"	1
42	But it's all over.	[]	1
43	"It made me think my sacrifice wasn't worth it.""  Her story is not untypical for dozens, perhaps hundreds, of Brazilian athletes who face an uncertain future little more than six months after the jamboree that was Rio 2016."	"[{""text"": ""dozens,"", ""type"": ""CARDINAL"", ""start"": 80, ""end"": 87, ""cms"": null}, {""text"": ""hundreds"", ""type"": ""CARDINAL"", ""start"": 96, ""end"": 104, ""cms"": null}, {""text"": ""Brazilian"", ""type"": ""NORP"", ""start"": 109, ""end"": 118, ""cms"": null}, {""text"": ""little more than six months"", ""type"": ""DATE"", ""start"": 157, ""end"": 184, ""cms"": null}, {""text"": ""Rio 2016"", ""type"": ""EVENT"", ""start"": 213, ""end"": 221, ""cms"": null}]"	1
44	 Media playback is not supported on this device What has happened to the Rio Olympic venues?	"[{""text"": ""Rio Olympic"", ""type"": ""EVENT"", ""start"": 73, ""end"": 84, ""cms"": null}]"	1
45	 By now the vast Olympic Park, built on the edge of a lagoon to the south of Rio, should have been up and running as a centre of excellence for Brazilian sport.	"[{""text"": ""Olympic Park"", ""type"": ""FAC"", ""start"": 17, ""end"": 29, ""cms"": null}, {""text"": ""Rio"", ""type"": ""GPE"", ""start"": 77, ""end"": 80, ""cms"": null}, {""text"": ""Brazilian"", ""type"": ""NORP"", ""start"": 144, ""end"": 153, ""cms"": null}]"	1
46	 But the 'stage' which only six months ago was playing host to 'The Greatest Show on Earth' is eerily empty.	"[{""text"": ""only six months ago"", ""type"": ""DATE"", ""start"": 23, ""end"": 42, ""cms"": null}, {""text"": ""The Greatest Show on Earth"", ""type"": ""WORK_OF_ART"", ""start"": 64, ""end"": 90, ""cms"": null}]"	1
47	Most of the venues are mothballed - empty, stripped bare of Rio 2016 logos and seating.	"[{""text"": ""Rio 2016"", ""type"": ""EVENT"", ""start"": 60, ""end"": 68, ""cms"": null}]"	1
48	 	[]	1
49	Arenas where medals were won and lost are now little more than warehouses.	[]	1
50	Venues that should have been dismantled and rebuilt as schools elsewhere in the city are untouched.	[]	1
51	If there is a legacy here, it's not the one those who campaigned for Rio to win the Games had expected.	"[{""text"": ""Rio"", ""type"": ""EVENT"", ""start"": 69, ""end"": 72, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 84, ""end"": 89, ""cms"": null}]"	1
52	" ""I feel the Olympic Games in Brazil were not so successful because the legacy was not the number one concern,"" says Isabel Swan, a three-time Olympic sailor and former medallist who was a key member of the team that 'won' the Games for Rio in 2009."	"[{""text"": ""the Olympic Games"", ""type"": ""EVENT"", ""start"": 9, ""end"": 26, ""cms"": null}, {""text"": ""Brazil"", ""type"": ""GPE"", ""start"": 30, ""end"": 36, ""cms"": null}, {""text"": ""one"", ""type"": ""CARDINAL"", ""start"": 98, ""end"": 101, ""cms"": null}, {""text"": ""Isabel Swan"", ""type"": ""PERSON"", ""start"": 117, ""end"": 128, ""cms"": null}, {""text"": ""three"", ""type"": ""CARDINAL"", ""start"": 132, ""end"": 137, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 143, ""end"": 150, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 227, ""end"": 232, ""cms"": null}, {""text"": ""Rio"", ""type"": ""EVENT"", ""start"": 237, ""end"": 240, ""cms"": null}, {""text"": ""2009"", ""type"": ""DATE"", ""start"": 244, ""end"": 248, ""cms"": null}]"	1
53	 I've spoken to Swan on many occasions, particularly about the repeated failures of Rio state and city officials to keep their pre-Olympic pledge to clean the chronic levels of pollution and rubbish in Rio's Guanabara Bay.	"[{""text"": ""Swan"", ""type"": ""PERSON"", ""start"": 16, ""end"": 20, ""cms"": null}, {""text"": ""Rio"", ""type"": ""GPE"", ""start"": 84, ""end"": 87, ""cms"": null}, {""text"": ""pre-Olympic"", ""type"": ""DATE"", ""start"": 127, ""end"": 138, ""cms"": null}, {""text"": ""Rio"", ""type"": ""GPE"", ""start"": 202, ""end"": 205, ""cms"": null}, {""text"": ""Guanabara Bay"", ""type"": ""LOC"", ""start"": 208, ""end"": 221, ""cms"": null}]"	1
54	 When 5 live Breakfast caught up with her again this week, she was deflated but not broken.	"[{""text"": ""5"", ""type"": ""CARDINAL"", ""start"": 6, ""end"": 7, ""cms"": null}, {""text"": ""Breakfast"", ""type"": ""WORK_OF_ART"", ""start"": 13, ""end"": 22, ""cms"": null}, {""text"": ""this week"", ""type"": ""DATE"", ""start"": 48, ""end"": 57, ""cms"": null}]"	1
55	" She told me: ""Even though we grew as a city and delivered some great sport, we still have big problems."	[]	1
56	This is making me really sad.	[]	1
57	But I'll keep believing and working.	[]	1
58	"I won't change my mindset.""  "	[]	1
59	The Brazilian Ministry of Sport has had to take over the running of most of the venues in the Olympic Park - including the tennis centre, the velodrome and two of the three 'Carioca' arenas - because no private company, and certainly not the local authority, can take on the day-to-day expense of running them, never mind transforming the Park into a hive of sporting activity where the next generation of Brazilian athletes, like Ane Marcelle dos Santos, should be preparing to challenge for medals at the next Games.	"[{""text"": ""The Brazilian Ministry of Sport"", ""type"": ""ORG"", ""start"": 0, ""end"": 31, ""cms"": null}, {""text"": ""the Olympic Park"", ""type"": ""FAC"", ""start"": 90, ""end"": 106, ""cms"": null}, {""text"": ""two"", ""type"": ""CARDINAL"", ""start"": 156, ""end"": 159, ""cms"": null}, {""text"": ""three"", ""type"": ""CARDINAL"", ""start"": 167, ""end"": 172, ""cms"": null}, {""text"": ""Carioca"", ""type"": ""FAC"", ""start"": 174, ""end"": 181, ""cms"": null}, {""text"": ""day"", ""type"": ""DATE"", ""start"": 282, ""end"": 285, ""cms"": null}, {""text"": ""Park"", ""type"": ""FAC"", ""start"": 339, ""end"": 343, ""cms"": null}, {""text"": ""Brazilian"", ""type"": ""NORP"", ""start"": 406, ""end"": 415, ""cms"": null}, {""text"": ""Ane Marcelle dos Santos"", ""type"": ""PERSON"", ""start"": 431, ""end"": 454, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 512, ""end"": 517, ""cms"": null}]"	1
60	" Ane Marcelle dos Santos was beaten by Britain's Naomi Folkard at Rio 2016  ""Our worst fears are becoming reality."	"[{""text"": ""Ane Marcelle dos Santos"", ""type"": ""PERSON"", ""start"": 1, ""end"": 24, ""cms"": null}, {""text"": ""Britain"", ""type"": ""GPE"", ""start"": 39, ""end"": 46, ""cms"": null}, {""text"": ""Naomi Folkard"", ""type"": ""PERSON"", ""start"": 49, ""end"": 62, ""cms"": null}, {""text"": ""Rio 2016"", ""type"": ""EVENT"", ""start"": 66, ""end"": 74, ""cms"": null}]"	1
61	"We're showing a terrible example to the world.""  That was the stark conclusion from Marcelo Barreto - one of Brazil's best-known and most experienced sports commentators - when he spoke to 5 live Breakfast."	"[{""text"": ""Marcelo Barreto"", ""type"": ""PERSON"", ""start"": 84, ""end"": 99, ""cms"": null}, {""text"": ""one"", ""type"": ""CARDINAL"", ""start"": 102, ""end"": 105, ""cms"": null}, {""text"": ""Brazil"", ""type"": ""GPE"", ""start"": 109, ""end"": 115, ""cms"": null}, {""text"": ""5"", ""type"": ""CARDINAL"", ""start"": 189, ""end"": 190, ""cms"": null}, {""text"": ""Breakfast"", ""type"": ""ORG"", ""start"": 196, ""end"": 205, ""cms"": null}]"	1
62	" ""I think they made such a huge effort to take care of the Games themselves, all our efforts were exhausted when the Olympic flame was gone,"" said Barreto."	"[{""text"": ""Games"", ""type"": ""EVENT"", ""start"": 59, ""end"": 64, ""cms"": null}, {""text"": ""Barreto"", ""type"": ""PERSON"", ""start"": 147, ""end"": 154, ""cms"": null}]"	1
63	" ""When Rio won the right to hold the Olympics, Brazil was thriving… now it's a broken state."	"[{""text"": ""Rio"", ""type"": ""GPE"", ""start"": 7, ""end"": 10, ""cms"": null}, {""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 37, ""end"": 45, ""cms"": null}, {""text"": ""Brazil"", ""type"": ""GPE"", ""start"": 47, ""end"": 53, ""cms"": null}]"	1
64	The government doesn't have money to pay teachers, health employees.	[]	1
65	Taking care of the Olympic legacy is at the very back of the line.	"[{""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 19, ""end"": 26, ""cms"": null}]"	1
66	"We should have done much better."""	[]	1
67	 No-one could, of course, have predicted back in 2009, when Rio won the right to host the Games, that by 2016 the city and the country would be in the depths of a political and economic crisis.	"[{""text"": ""2009"", ""type"": ""DATE"", ""start"": 49, ""end"": 53, ""cms"": null}, {""text"": ""Rio"", ""type"": ""GPE"", ""start"": 60, ""end"": 63, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 90, ""end"": 95, ""cms"": null}, {""text"": ""2016"", ""type"": ""DATE"", ""start"": 105, ""end"": 109, ""cms"": null}]"	1
68	 It would be churlish and misleading to blame the Olympics (and the 2014 football World Cup) for Brazil's many ills.	"[{""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 50, ""end"": 58, ""cms"": null}, {""text"": ""2014"", ""type"": ""DATE"", ""start"": 68, ""end"": 72, ""cms"": null}, {""text"": ""World Cup"", ""type"": ""EVENT"", ""start"": 82, ""end"": 91, ""cms"": null}, {""text"": ""Brazil"", ""type"": ""GPE"", ""start"": 97, ""end"": 103, ""cms"": null}]"	1
69	But spending billions of dollars, in deals shrouded in allegations of corruption, on white elephant stadiums when public workers haven't received their salaries for months, doesn't look good to say the least.	"[{""text"": ""billions of dollars"", ""type"": ""MONEY"", ""start"": 13, ""end"": 32, ""cms"": null}, {""text"": ""months"", ""type"": ""DATE"", ""start"": 165, ""end"": 171, ""cms"": null}]"	1
70	" ""I'm not in disappointment mode yet because I think we still have time to regroup and fix the situation,"" said Mario Andrada, executive director for communications at Rio 2016."	"[{""text"": ""Mario Andrada"", ""type"": ""PERSON"", ""start"": 112, ""end"": 125, ""cms"": null}, {""text"": ""Rio 2016"", ""type"": ""EVENT"", ""start"": 168, ""end"": 176, ""cms"": null}]"	1
71	" ""For a young democracy to successfully stage the Olympics and World Cup says quite a lot, and the fact the non-sporting legacy is already so strong means we can have a good, positive memory of the Games and will can be proud of the legacy."""	"[{""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 50, ""end"": 58, ""cms"": null}, {""text"": ""World Cup"", ""type"": ""EVENT"", ""start"": 63, ""end"": 72, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 198, ""end"": 203, ""cms"": null}]"	1
72	" The ""non-sporting legacy"" to which Andrada refers is the single new metro line between the city and the Olympic Park zone, some other new urban transport and the opening of other, previously derelict, city centre areas - things from which Rio has undoubtedly benefited."	"[{""text"": ""Andrada"", ""type"": ""PERSON"", ""start"": 36, ""end"": 43, ""cms"": null}, {""text"": ""Olympic Park"", ""type"": ""LOC"", ""start"": 105, ""end"": 117, ""cms"": null}, {""text"": ""Rio"", ""type"": ""GPE"", ""start"": 240, ""end"": 243, ""cms"": null}]"	1
73	 But such was Rio's desperation to get things ready on time, legacy was the last thing on anyone's minds, one anonymous official, who'd worked previously on the London Games, told us.	"[{""text"": ""Rio"", ""type"": ""GPE"", ""start"": 14, ""end"": 17, ""cms"": null}, {""text"": ""one"", ""type"": ""CARDINAL"", ""start"": 106, ""end"": 109, ""cms"": null}, {""text"": ""the London Games"", ""type"": ""EVENT"", ""start"": 157, ""end"": 173, ""cms"": null}]"	1
74	These were his words.	[]	1
75	 	[]	1
76	"""I never once had a conversation about legacy at any point or in any discussion I had working on the Games."	"[{""text"": ""Games"", ""type"": ""EVENT"", ""start"": 101, ""end"": 106, ""cms"": null}]"	1
77	You have to remember this was a Games where we were scrambling to put the event on, on a day-to-day basis.	"[{""text"": ""Games"", ""type"": ""EVENT"", ""start"": 32, ""end"": 37, ""cms"": null}, {""text"": ""day"", ""type"": ""DATE"", ""start"": 96, ""end"": 99, ""cms"": null}]"	1
