	sentence	named_entity	rank
52	Of the new venues due to be built, only the 10,000-seat handball arena will remain as a permanent facility after the Games.	"[{""text"": ""10,000"", ""type"": ""CARDINAL"", ""start"": 44, ""end"": 50, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 117, ""end"": 122, ""cms"": null}]"	248
53	The aquatic centre, the first to go out to tender, will remain for the local community in the Lea Valley but its seating will be reduced from 20,000 to a more realistic capacity of 3,500; the velodrome, hockey stadium and paralympic tennis centre will either be reduced in size or reconfigured after the Games; three venues are to be dismantled and relocated elsewhere in the country, while two more, the 8,000-capacity fencing arena and 5,000-seat water polo pool,	"[{""text"": ""first"", ""type"": ""ORDINAL"", ""start"": 24, ""end"": 29, ""cms"": null}, {""text"": ""the Lea Valley"", ""type"": ""LOC"", ""start"": 90, ""end"": 104, ""cms"": null}, {""text"": ""20,000"", ""type"": ""CARDINAL"", ""start"": 142, ""end"": 148, ""cms"": null}, {""text"": ""3,500"", ""type"": ""CARDINAL"", ""start"": 181, ""end"": 186, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 304, ""end"": 309, ""cms"": null}, {""text"": ""three"", ""type"": ""CARDINAL"", ""start"": 311, ""end"": 316, ""cms"": null}, {""text"": ""two"", ""type"": ""CARDINAL"", ""start"": 391, ""end"": 394, ""cms"": null}, {""text"": ""8,000"", ""type"": ""CARDINAL"", ""start"": 405, ""end"": 410, ""cms"": null}, {""text"": ""5,000"", ""type"": ""CARDINAL"", ""start"": 438, ""end"": 443, ""cms"": null}]"	248
54	will be temporary structures	[]	248
55	.	[]	248
56	"

""We are building facilities to match future use and a viable business case,"" Higgins said."	"[{""text"": ""Higgins"", ""type"": ""PERSON"", ""start"": 79, ""end"": 86, ""cms"": null}]"	248
57	"""Some major events leave a fabulous stadium but with huge ongoing operating costs."	[]	248
58	"We've said all along: no white elephants."""	[]	248
59	"

The cost, however, is still enormous."	[]	248
60	The total funding for the Olympics made available from the national lottery, London council tax payers and the LDA is £2.375bn - but the final building costs are likely to require substantial additional taxpayers' money, following discussions Higgins has held recently with the Treasury.	"[{""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 26, ""end"": 34, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 77, ""end"": 83, ""cms"": null}, {""text"": ""LDA"", ""type"": ""ORG"", ""start"": 111, ""end"": 114, ""cms"": null}, {""text"": ""\u00a32.375bn - but"", ""type"": ""MONEY"", ""start"": 118, ""end"": 132, ""cms"": null}, {""text"": ""Higgins"", ""type"": ""PERSON"", ""start"": 243, ""end"": 250, ""cms"": null}, {""text"": ""Treasury"", ""type"": ""ORG"", ""start"": 278, ""end"": 286, ""cms"": null}]"	248
61	In addition, the London Organising Committee for the Olympic Games (Locog) needs to raise £2bn from the private sector to pay for the running of the Games.	"[{""text"": ""the London Organising Committee for the Olympic Games"", ""type"": ""ORG"", ""start"": 13, ""end"": 66, ""cms"": null}, {""text"": ""Locog"", ""type"": ""ORG"", ""start"": 68, ""end"": 73, ""cms"": null}, {""text"": ""\u00a32bn from the"", ""type"": ""MONEY"", ""start"": 90, ""end"": 103, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 149, ""end"": 154, ""cms"": null}]"	248
62	"

Construction of the venues has not yet gone out to tender so there are no detailed designs"	[]	248
63	but	[]	248
64	I understand that a working estimate for building the main Olympic stadium, even with temporary seating and reduction post-Games to 25,000 seats, is put at about £350m.	"[{""text"": ""Olympic"", ""type"": ""FAC"", ""start"": 59, ""end"": 66, ""cms"": null}, {""text"": ""25,000"", ""type"": ""CARDINAL"", ""start"": 132, ""end"": 138, ""cms"": null}, {""text"": ""about \u00a3350m."", ""type"": ""MONEY"", ""start"": 156, ""end"": 168, ""cms"": null}]"	248
65	The ODA will look to appoint a contractor to design and build a stadium of the quality needed for such a prestigious event, and also an adviser to plan the 25,000-seat version's long-term viability afterwards - which should include use by the community and possibly a new school, as well as sporting events.	"[{""text"": ""ODA"", ""type"": ""ORG"", ""start"": 4, ""end"": 7, ""cms"": null}, {""text"": ""25,000"", ""type"": ""CARDINAL"", ""start"": 156, ""end"": 162, ""cms"": null}]"	248
66	"

"	[]	248
67	With 40,000 homes due to be built and 60,000 jobs promised, including for the sizeable deprived population in the Lea Valley, the Olympics forms part of wider east London regeneration plans for which Mayor Livingstone is responsible.	"[{""text"": ""40,000"", ""type"": ""CARDINAL"", ""start"": 5, ""end"": 11, ""cms"": null}, {""text"": ""60,000"", ""type"": ""CARDINAL"", ""start"": 38, ""end"": 44, ""cms"": null}, {""text"": ""the Lea Valley"", ""type"": ""LOC"", ""start"": 110, ""end"": 124, ""cms"": null}, {""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 130, ""end"": 138, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 164, ""end"": 170, ""cms"": null}, {""text"": ""Livingstone"", ""type"": ""PERSON"", ""start"": 206, ""end"": 217, ""cms"": null}]"	248
68	There have been worries within his office recently that in the drive towards hosting a successful Olympics in 2012, these more solid social benefits could be lost.	"[{""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 98, ""end"": 106, ""cms"": null}, {""text"": ""2012"", ""type"": ""DATE"", ""start"": 110, ""end"": 114, ""cms"": null}]"	248
69	"

"	[]	248
70	"""There was some concern,"" according to Neale Coleman, the mayor's Olympics adviser, ""that the regeneration, social and economic legacies could fall between the ODA and Locog, and dribble away."	"[{""text"": ""Neale Coleman"", ""type"": ""PERSON"", ""start"": 39, ""end"": 52, ""cms"": null}, {""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 66, ""end"": 74, ""cms"": null}, {""text"": ""ODA"", ""type"": ""ORG"", ""start"": 160, ""end"": 163, ""cms"": null}, {""text"": ""Locog"", ""type"": ""ORG"", ""start"": 168, ""end"": 173, ""cms"": null}]"	248
71	We have made a concerted effort to ensure that does not happen.	[]	248
72	We have produced a series of documents so that all the authorities, including the government, are signed up in concrete terms to what needs to be done.	[]	248
73	"The same is happening nationally and the process is almost complete."""	[]	248
74	"

One example on which the LDA is particularly keen is for local people to be given training, skills and employment on constructing the venues, and for this to be included as a formal commitment by whichever contractors are taken on."	"[{""text"": ""One"", ""type"": ""CARDINAL"", ""start"": 2, ""end"": 5, ""cms"": null}, {""text"": ""LDA"", ""type"": ""ORG"", ""start"": 27, ""end"": 30, ""cms"": null}]"	248
75	"

"	[]	248
76	There is one central part of the Olympic promise which still risks being neglected: the pledge by the prime minister, Tony Blair, that the Olympics will inspire a new generation of young people to play more sport.	"[{""text"": ""one"", ""type"": ""CARDINAL"", ""start"": 9, ""end"": 12, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 33, ""end"": 40, ""cms"": null}, {""text"": ""Tony Blair"", ""type"": ""PERSON"", ""start"": 118, ""end"": 128, ""cms"": null}, {""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 139, ""end"": 147, ""cms"": null}]"	248
