Rank,Date,Link,Title,Labels,subjectivity_label,subjectivity_text,entities,Is_Money
226,27/07/2009,https://www.theguardian.com/sport/david-conn-inside-sport-blog/2009/jul/27/olympics-legacy-vision-short-sighted,London Olympics legacy vision will ultimately prove to be short-sighted | David Conn,Negative,subjective,subjective: London Olympics legacy vision will ultimately prove to be short-sighted | David Conn,"[{""text"": ""London Olympics"", ""type"": ""EVENT"", ""start"": 0, ""end"": 15, ""cms"": null}, {""text"": ""David Conn"", ""type"": ""PERSON"", ""start"": 74, ""end"": 84, ""cms"": null}]",O
264,28/07/2009,https://www.theguardian.com/uk/davehillblog/2009/jul/28/london-london,2012 London Olympics social legacy matters more than sport,Positive,objective,objective: 2012 London Olympics social legacy matters more than sport,"[{""text"": ""2012"", ""type"": ""DATE"", ""start"": 0, ""end"": 4, ""cms"": null}, {""text"": ""London Olympics"", ""type"": ""EVENT"", ""start"": 5, ""end"": 20, ""cms"": null}]",O
106,10/9/2009,https://www.theguardian.com/uk/2009/sep/10/olympic-games-sport-england,"Government's 2012 Olympics claims are hollow, say opposition MPs",Negative,objective,"objective: Government's 2012 Olympics claims are hollow, say opposition MPs","[{""text"": ""2012"", ""type"": ""DATE"", ""start"": 13, ""end"": 17, ""cms"": null}, {""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 18, ""end"": 26, ""cms"": null}]",O
231,21/10/2009,https://www.theguardian.com/uk/2009/oct/21/sebastian-coe-london-2012-olympics-legacy,"Legacy is the story for 2012, says Coe",Neutral,objective,"objective: Legacy is the story for 2012, says Coe","[{""text"": ""2012"", ""type"": ""DATE"", ""start"": 24, ""end"": 28, ""cms"": null}, {""text"": ""Coe"", ""type"": ""PERSON"", ""start"": 35, ""end"": 38, ""cms"": null}]",O
148,29/10/2009,https://www.theguardian.com/commentisfree/2009/oct/29/london-olympics-2012-legacy,Making London's Olympic legacy last | Alexander Goldberg,Positive,subjective,subjective: Making London's Olympic legacy last | Alexander Goldberg,"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 7, ""end"": 13, ""cms"": null}, {""text"": ""Alexander Goldberg"", ""type"": ""PERSON"", ""start"": 38, ""end"": 56, ""cms"": null}]",O
246,12/11/2009,https://www.theguardian.com/uk/davehillblog/2009/nov/12/olympic-park-legacy-company-board-members-named,Olympic Park legacy company board members named,Neutral,objective,objective: Olympic Park legacy company board members named,"[{""text"": ""Olympic Park"", ""type"": ""FAC"", ""start"": 0, ""end"": 12, ""cms"": null}]",O
184,24/11/2009,https://www.theguardian.com/commentisfree/2009/nov/24/london-olympic-legacy,London's Olympic legacy up in the air | Dave Hill,Positive,objective,objective: London's Olympic legacy up in the air | Dave Hill,"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 0, ""end"": 6, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 9, ""end"": 16, ""cms"": null}, {""text"": ""Dave Hill"", ""type"": ""PERSON"", ""start"": 40, ""end"": 49, ""cms"": null}]",O
268,5/1/2010,https://www.theguardian.com/uk/2010/jan/05/clive-woodward-london-2012-olympics,Sir Clive Woodward calls for party unity to boost 2012 Olympic legacy,Positive,objective,objective: Sir Clive Woodward calls for party unity to boost 2012 Olympic legacy,"[{""text"": ""Clive Woodward"", ""type"": ""PERSON"", ""start"": 4, ""end"": 18, ""cms"": null}, {""text"": ""2012"", ""type"": ""DATE"", ""start"": 50, ""end"": 54, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 55, ""end"": 62, ""cms"": null}]",O
249,9/3/2010,https://www.theguardian.com/uk/davehillblog/2010/mar/08/londn-2012-olympics-kate-hoey-legacy,Uncertainty about Olympic legacy continues,Neutral,objective,objective: Uncertainty about Olympic legacy continues,"[{""text"": ""Olympic"", ""type"": ""ORG"", ""start"": 18, ""end"": 25, ""cms"": null}]",O
143,10/6/2010,https://www.theguardian.com/sport/2010/jun/10/sport-national-lottery-hugh-robertson,Sport to be granted £50m extra National Lottery funding by 2012,Positive,subjective,subjective: Sport to be granted £50m extra National Lottery funding by 2012,"[{""text"": ""50"", ""type"": ""MONEY"", ""start"": 21, ""end"": 23, ""cms"": null}, {""text"": ""m"", ""type"": ""MONEY"", ""start"": 23, ""end"": 24, ""cms"": null}, {""text"": ""National Lottery"", ""type"": ""ORG"", ""start"": 31, ""end"": 47, ""cms"": null}, {""text"": ""2012"", ""type"": ""DATE"", ""start"": 59, ""end"": 63, ""cms"": null}]",Money
253,17/06/2010,https://www.theguardian.com/uk/2010/jun/17/government-cuts-2012-olympics,Government cuts hit 2012 Olympic legacy as free swimming is axed,Negative,objective,objective: Government cuts hit 2012 Olympic legacy as free swimming is axed,"[{""text"": ""2012"", ""type"": ""DATE"", ""start"": 20, ""end"": 24, ""cms"": null}]",O
217,20/06/2010,https://www.theguardian.com/business/2010/jun/20/radioactive-waste-olympic-site,Tonnes of radioactive waste casts doubt over London's Olympic stadium legacy,Negative,subjective,subjective: Tonnes of radioactive waste casts doubt over London's Olympic stadium legacy,"[{""text"": ""Tonnes"", ""type"": ""CARDINAL"", ""start"": 0, ""end"": 6, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 45, ""end"": 51, ""cms"": null}]",O
79,29/06/2010,https://www.theguardian.com/uk/davehillblog/2010/jun/29/2010-london-olympics-park-stadium-legacy,Olympics legacy: frog pond and debt review,Negative,objective,objective: Olympics legacy: frog pond and debt review,"[{""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 0, ""end"": 8, ""cms"": null}]",O
262,26/07/2010,https://www.theguardian.com/sport/2010/jul/27/london-2012-two-years-to-go-olympics2012,"Olympic legacy will not be derailed by cuts, says sports minister",Neutral,objective,"objective: Olympic legacy will not be derailed by cuts, says sports minister","[{""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 0, ""end"": 7, ""cms"": null}]",O
266,28/07/2010,https://www.theguardian.com/uk/davehillblog/2010/jul/28/london-2012-olympics-inside-housing-legacy-concerns,2012 Olympics: legacy in the balance,Neutral,objective,objective: 2012 Olympics: legacy in the balance,"[{""text"": ""2012 Olympics:"", ""type"": ""EVENT"", ""start"": 0, ""end"": 14, ""cms"": null}]",O
247,7/10/2010,https://www.theguardian.com/uk/davehillblog/2010/oct/07/will-conservatvies-deliver-olympic-legacy-promises,2012 Olympics: from the people's games to the Tory games?,Neutral,objective,objective: 2012 Olympics: from the people's games to the Tory games?,"[{""text"": ""2012"", ""type"": ""DATE"", ""start"": 0, ""end"": 4, ""cms"": null}, {""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 5, ""end"": 13, ""cms"": null}, {""text"": ""Tory"", ""type"": ""NORP"", ""start"": 46, ""end"": 50, ""cms"": null}]",O
45,14/10/2010,https://www.theguardian.com/uk/davehillblog/2010/oct/14/2012-olympics-land-debt-london-development-agency,2012 Olympics: 'unresolved' debt and legacy,Negative,objective,objective: 2012 Olympics: 'unresolved' debt and legacy,"[{""text"": ""2012"", ""type"": ""DATE"", ""start"": 0, ""end"": 4, ""cms"": null}, {""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 5, ""end"": 13, ""cms"": null}]",O
211,23/01/2011,https://www.theguardian.com/commentisfree/2011/jan/23/observer-editorial-olympic-stadium,Olympic stadium: Don't betray the legacy of London's Games | Editorial,Negative,subjective,subjective: Olympic stadium: Don't betray the legacy of London's Games | Editorial,"[{""text"": ""London's Games"", ""type"": ""EVENT"", ""start"": 44, ""end"": 58, ""cms"": null}]",O
214,9/3/2011,https://www.theguardian.com/sport/2011/mar/09/ioc-olympic-funding-row-locog-boa,IOC to arbitrate Olympic funding and legacy row between Locog and BOA,Neutral,objective,objective: IOC to arbitrate Olympic funding and legacy row between Locog and BOA,"[{""text"": ""IOC"", ""type"": ""ORG"", ""start"": 0, ""end"": 3, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""ORG"", ""start"": 17, ""end"": 24, ""cms"": null}, {""text"": ""Locog"", ""type"": ""GPE"", ""start"": 56, ""end"": 61, ""cms"": null}, {""text"": ""BOA"", ""type"": ""ORG"", ""start"": 66, ""end"": 69, ""cms"": null}]",O
206,10/3/2011,https://www.theguardian.com/social-enterprise-network/2011/mar/10/london-olympic-legacy-social-enterprise,Social enterprise and the 2012 Olympic legacy for London,Positive,objective,objective: Social enterprise and the 2012 Olympic legacy for London,"[{""text"": ""2012"", ""type"": ""DATE"", ""start"": 26, ""end"": 30, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 50, ""end"": 56, ""cms"": null}]",O
267,10/3/2011,https://www.theguardian.com/social-enterprise-network/2011/mar/10/liveq-a-genertating-olympic-legacy,Live Q&A: London 2012 – generating a lasting legacy,Positive,objective,objective: Live Q&A: London 2012 – generating a lasting legacy,"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 10, ""end"": 16, ""cms"": null}, {""text"": ""2012"", ""type"": ""DATE"", ""start"": 17, ""end"": 21, ""cms"": null}]",O
250,28/03/2011,https://www.theguardian.com/sport/2011/mar/28/jeremy-hunt-london-2012-legacy,Jeremy Hunt admits London 2012 legacy targets will be scrapped,Negative,objective,objective: Jeremy Hunt admits London 2012 legacy targets will be scrapped,"[{""text"": ""Jeremy Hunt"", ""type"": ""PERSON"", ""start"": 0, ""end"": 11, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 19, ""end"": 25, ""cms"": null}, {""text"": ""2012"", ""type"": ""DATE"", ""start"": 26, ""end"": 30, ""cms"": null}]",O
154,31/03/2011,https://www.theguardian.com/sport/london-2012-olympics-blog/2011/mar/31/london-2012-olympic-legacy,What will be the legacy of the London 2012 Olympics? | Owen Gibson,Neutral,"subjective,objective","subjective: What will be the legacy of the London 2012 Olympics?,objective: | Owen Gibson","[{""text"": ""the London 2012 Olympics"", ""type"": ""EVENT"", ""start"": 27, ""end"": 51, ""cms"": null}, {""text"": ""| Owen Gibson"", ""type"": ""PERSON"", ""start"": 53, ""end"": 66, ""cms"": null}]",O
245,8/4/2011,https://www.theguardian.com/world/audio/2011/apr/08/focus-podcast-olympic-legacy-failing,Guardian Focus Podcast: Why is the Olympic sporting legacy off track?,Negative,objective,objective: Guardian Focus Podcast: Why is the Olympic sporting legacy off track?,"[{""text"": ""Guardian Focus Podcast"", ""type"": ""WORK_OF_ART"", ""start"": 0, ""end"": 22, ""cms"": null}]",O
134,19/04/2011,https://www.theguardian.com/sport/2011/apr/19/london-2012-canoe-venue-opens,London 2012 canoe venue makes waves to calm stream of negativity,Positive,objective,objective: London 2012 canoe venue makes waves to calm stream of negativity,"[{""text"": ""London 2012"", ""type"": ""EVENT"", ""start"": 0, ""end"": 11, ""cms"": null}]",O
207,5/5/2011,https://www.theguardian.com/society/davehillblog/2011/may/05/london-2012-olympics-skills-legacy-concerns,Is the Olympics skills legacy on track?,Neutral,objective,objective: Is the Olympics skills legacy on track?,"[{""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 7, ""end"": 15, ""cms"": null}]",O
225,6/5/2011,https://www.theguardian.com/sport/2011/may/06/london-olympics-legacy-sabotaged-cuts,Olympics 2012: London legacy 'sabotaged by spending cuts',Negative,objective,objective: Olympics 2012: London legacy 'sabotaged by spending cuts',"[{""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 0, ""end"": 8, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 15, ""end"": 21, ""cms"": null}]",O
213,24/05/2011,https://www.theguardian.com/sport/davehillblog/2011/may/24/how-green-will-london-2012-olympics-be,How green will the Olympics legacy be?,Neutral,objective,objective: How green will the Olympics legacy be?,"[{""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 19, ""end"": 27, ""cms"": null}]",O
58,1/7/2011,https://www.theguardian.com/sport/2011/jul/01/olympic-park-legacy-official-suspended,Olympic Park legacy official suspended over West Ham clash of interests,Negative,objective,objective: Olympic Park legacy official suspended over West Ham clash of interests,"[{""text"": ""Olympic Park"", ""type"": ""FAC"", ""start"": 0, ""end"": 12, ""cms"": null}, {""text"": ""West Ham"", ""type"": ""FAC"", ""start"": 44, ""end"": 52, ""cms"": null}]",O
223,23/07/2011,https://www.theguardian.com/sport/london-2012-olympics-blog/2011/jul/23/london-2012-olympics-success,London 2012 one year to go: how an Olympics can be judged a success | Paul Hayward,Positive,objective,objective: London 2012 one year to go: how an Olympics can be judged a success | Paul Hayward,"[{""text"": ""London 2012"", ""type"": ""EVENT"", ""start"": 0, ""end"": 11, ""cms"": null}, {""text"": ""one year"", ""type"": ""DATE"", ""start"": 12, ""end"": 20, ""cms"": null}, {""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 35, ""end"": 43, ""cms"": null}, {""text"": ""Paul Hayward"", ""type"": ""PERSON"", ""start"": 70, ""end"": 82, ""cms"": null}]",O
252,29/07/2011,https://www.theguardian.com/sport/2011/jul/29/olympic-legacy-winners-and-losers,Letters: Olympic legacy: winners and losers,Negative,subjective,subjective: Letters: Olympic legacy: winners and losers,[],O
219,30/07/2011,https://www.theguardian.com/commentisfree/2011/jul/31/observer-editorial-olympic-games-london,Olympic Games: A golden legacy | Observer editorial,Positive,subjective,subjective: Olympic Games: A golden legacy | Observer editorial,"[{""text"": ""Olympic Games"", ""type"": ""EVENT"", ""start"": 0, ""end"": 13, ""cms"": null}, {""text"": ""Observer"", ""type"": ""ORG"", ""start"": 33, ""end"": 41, ""cms"": null}]",O
114,2/8/2011,https://www.theguardian.com/commentisfree/2011/aug/02/wellcome-trust-olympic-park-legacy,Wellcome Trust plans for the Olympic Park would create a proud legacy | Ian Birrell,Positive,subjective,subjective: Wellcome Trust plans for the Olympic Park would create a proud legacy | Ian Birrell,"[{""text"": ""Wellcome Trust"", ""type"": ""ORG"", ""start"": 0, ""end"": 14, ""cms"": null}, {""text"": ""the Olympic Park"", ""type"": ""FAC"", ""start"": 25, ""end"": 41, ""cms"": null}, {""text"": ""Ian Birrell"", ""type"": ""PERSON"", ""start"": 72, ""end"": 83, ""cms"": null}]",O
61,1/9/2011,https://www.theguardian.com/sport/blog/2011/sep/01/sport-language-harry-pearson,London 2012 can legacy by verbing the noun | Harry Pearson,Neutral,objective,objective: London 2012 can legacy by verbing the noun | Harry Pearson,"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 0, ""end"": 6, ""cms"": null}, {""text"": ""2012"", ""type"": ""DATE"", ""start"": 7, ""end"": 11, ""cms"": null}, {""text"": ""Harry Pearson"", ""type"": ""PERSON"", ""start"": 45, ""end"": 58, ""cms"": null}]",O
269,3/9/2011,https://www.theguardian.com/sport/2011/sep/03/london-2012-olympic-countdown-paralympic-tickets,London 2012 Olympic Countdown ... 47 weeks to go,Positive,objective,objective: London 2012 Olympic Countdown . 47 weeks to go,"[{""text"": ""London 2012"", ""type"": ""EVENT"", ""start"": 0, ""end"": 11, ""cms"": null}, {""text"": ""47 weeks"", ""type"": ""DATE"", ""start"": 34, ""end"": 42, ""cms"": null}]",O
216,6/9/2011,https://www.theguardian.com/sport/david-conn-inside-sport-blog/2011/sep/06/tottenham-west-ham-olympic-legacy,Tottenham's fight with West Ham the tip of Olympic legacy problems | David Conn,Negative,objective,objective: Tottenham's fight with West Ham the tip of Olympic legacy problems | David Conn,"[{""text"": ""Tottenham"", ""type"": ""ORG"", ""start"": 0, ""end"": 9, ""cms"": null}, {""text"": ""West Ham"", ""type"": ""ORG"", ""start"": 23, ""end"": 31, ""cms"": null}, {""text"": ""David Conn"", ""type"": ""PERSON"", ""start"": 69, ""end"": 79, ""cms"": null}]",O
227,20/09/2011,https://www.theguardian.com/sport/2011/sep/20/richard-caborn-olympics-legacy-failing,Richard Caborn: 'Olympic legacy in danger of failing completely',Negative,objective,objective: Richard Caborn: 'Olympic legacy in danger of failing completely',"[{""text"": ""Richard Caborn"", ""type"": ""PERSON"", ""start"": 0, ""end"": 14, ""cms"": null}]",O
195,29/09/2011,https://www.theguardian.com/social-enterprise-network/2011/sep/29/social-enterprise-olympic-legacy-london,Social enterprise and the London Olympic,Neutral,objective,objective: Social enterprise and the London Olympic,"[{""text"": ""the London Olympic"", ""type"": ""FAC"", ""start"": 22, ""end"": 40, ""cms"": null}]",O
93,4/10/2011,https://www.theguardian.com/sport/2011/oct/04/funding-boost-sports-olympic-legacy,Funding boost for growing sports as fears grow over Olympic legacy,Positive,objective,objective: Funding boost for growing sports as fears grow over Olympic legacy,"[{""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 52, ""end"": 59, ""cms"": null}]",O
53,19/10/2011,https://www.theguardian.com/sport/2011/oct/19/olympic-stadium-london-2012,Lord Coe: Olympic stadium will not be white elephant after London 2012,Positive,objective,objective: Lord Coe: Olympic stadium will not be white elephant after London 2012,"[{""text"": ""Coe"", ""type"": ""PERSON"", ""start"": 5, ""end"": 8, ""cms"": null}, {""text"": ""London 2012"", ""type"": ""EVENT"", ""start"": 59, ""end"": 70, ""cms"": null}]",O
60,21/10/2011,https://www.theguardian.com/commentisfree/2011/oct/21/london-olympic-legacy,London's Olympic legacy must fulfil the promises made | Dave Hill,Positive,subjective,subjective: London's Olympic legacy must fulfil the promises made | Dave Hill,"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 0, ""end"": 6, ""cms"": null}, {""text"": ""Dave Hill"", ""type"": ""PERSON"", ""start"": 56, ""end"": 65, ""cms"": null}]",O
54,8/11/2011,https://www.theguardian.com/uk/davehillblog/2011/nov/08/olypmic-park-media-buildings-legacy-sought,Olympic Park: long office block and upmarket shed for rent,Positive,objective,objective: Olympic Park: long office block and upmarket shed for rent,"[{""text"": ""Olympic Park"", ""type"": ""FAC"", ""start"": 0, ""end"": 12, ""cms"": null}]",O
201,9/11/2011,https://www.theguardian.com/sport/blog/2011/nov/09/2017-world-championships-olympic-legacy,Olympic legacy at stake in London's bid for 2017 World Championships | Owen Gibson,Neutral,objective,objective: Olympic legacy at stake in London's bid for 2017 World Championships | Owen Gibson,"[{""text"": ""Olympic"", ""type"": ""NORP"", ""start"": 0, ""end"": 7, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 27, ""end"": 33, ""cms"": null}, {""text"": ""2017"", ""type"": ""DATE"", ""start"": 44, ""end"": 48, ""cms"": null}, {""text"": ""World Championships"", ""type"": ""EVENT"", ""start"": 49, ""end"": 68, ""cms"": null}, {""text"": ""Owen Gibson"", ""type"": ""PERSON"", ""start"": 71, ""end"": 82, ""cms"": null}]",O
173,31/12/2011,https://www.theguardian.com/commentisfree/2011/dec/31/london-2012-olympic-legacy,London 2012 is taking the Olympic legacy seriously | Jennie Price,Positive,objective,objective: London 2012 is taking the Olympic legacy seriously | Jennie Price,"[{""text"": ""London 2012"", ""type"": ""EVENT"", ""start"": 0, ""end"": 11, ""cms"": null}, {""text"": ""Jennie Price"", ""type"": ""PERSON"", ""start"": 53, ""end"": 65, ""cms"": null}]",O
129,7/1/2012,https://www.theguardian.com/education/2012/jan/07/school-sports-cuts-olympic-tessa-jowell,"School sports cuts threaten the Olympic legacy, says Tessa Jowell",Negative,objective,"objective: School sports cuts threaten the Olympic legacy, says Tessa Jowell","[{""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 32, ""end"": 39, ""cms"": null}, {""text"": ""Tessa Jowell"", ""type"": ""PERSON"", ""start"": 53, ""end"": 65, ""cms"": null}]",O
239,19/01/2012,https://www.theguardian.com/sport/2012/jan/19/london-olympic-press-legacy-shortlist,London Olympic press and media centre legacy shortlist revealed,Neutral,objective,objective: London Olympic press and media centre legacy shortlist revealed,"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 0, ""end"": 6, ""cms"": null}]",O
