Rank,Date,Link,Title,Labels,,,,,,
253,08/01/2016,https://extra.globo.com/noticias/economia/sem-legado-olimpico-ar-do-rio-poluido-mortal-19824488.html,"Sem legado olímpico, ar do Rio é poluído e mortal",Negative,,,,,,
148,22/01/2016,http://g1.globo.com/rio-de-janeiro/noticia/2016/01/tattoo-week-rio-reune-900-artistas-para-mostrar-tatuagens-e-piercings.html,Tattoo Week Rio reúne 900 artistas para mostrar tatuagens e piercings,Neutral,,,,,,
149,22/01/2016,http://g1.globo.com/rio-de-janeiro/noticia/2016/01/feira-no-rio-reune-fas-da-tatuagem-mercado-que-cresce-em-meio-crise.html,"Feira no Rio reúne fãs da tatuagem, mercado que cresce em meio à crise",Neutral,,,,,,
190,07/02/2016,https://cbn.globoradio.globo.com/grandescoberturas/rio-2016/2016/07/02/LEGADO-AMBIENTAL-A-GRANDE-DIVIDA-DA-OLIMPIADA-DO-RIO.htm,"Legado ambiental, a grande dívida da Olimpíada do Rio",Negative,,,,,,
233,08/02/2016,http://globoesporte.globo.com/olimpiadas/volei/noticia/2016/08/legado-olimpico-comunidade-do-rio-ganha-centro-de-treinamento-de-volei.html,Legado olímpico: comunidade do Rio ganha centro de treinamento de vôlei,Positive,,,,,,
245,01/03/2016,http://g1.globo.com/rio-de-janeiro/noticia/2016/03/mesmo-sem-luz-paes-inaugura-escola-na-ilha-do-governador-rio.html,Escola no Rio é inaugurada sem luz e Paes culpa Light,Negative,,,,,,
217,01/03/2016,https://oglobo.globo.com/rio/artigo-os-cariocas-o-legado-olimpico-18774167,Artigo: Os cariocas e o legado olímpico,Neutral,,,,,,
107,08/03/2016,http://m.cbn.globoradio.globo.com/media/audio/202573/dois-anos-depois-da-rio-2016-parque-olimpico-ainda.htm,"Dois anos depois da Rio 2016, Parque Olímpico ainda abriga arenas temporárias",Neutral,,,,,,
222,29/03/2016,http://g1.globo.com/rio-de-janeiro/noticia/2016/03/justica-bloqueia-verba-para-obras-do-complexo-de-deodoro-no-rio.html,"Justiça bloqueia verba para obras do Complexo de Deodoro, no Rio",Negative,,,,,,
131,07/04/2016,http://globoesporte.globo.com/olimpiadas/noticia/2016/04/palco-da-vela-nos-jogos-do-rio-marina-da-gloria-e-entregue-apos-reforma.html,"Palco da vela nos Jogos do Rio, Marina da Glória é entregue após reforma",Positive,,,,,,
98,08/04/2016,https://oglobo.globo.com/rio/um-novo-rio-acessivel-sustentavel-para-cariocas-turistas-19035937,"Um novo Rio, acessível e sustentável para cariocas e turistas",Positive,,,,,,
130,15/05/2016,http://g1.globo.com/rio-de-janeiro/noticia/2016/05/extracao-ilegal-de-saibro-abastece-obra-de-legado-das-olimpiadas-do-rio.html,Extração ilegal de saibro abastece obra de legado das Olimpíadas do Rio,Negative,,,,,,
256,21/05/2016,http://gazetaweb.globo.com/gazetadealagoas/noticia.php?c=287921,A EDUCAÇÃO COMO LEGADO OLÍMPICO,Positive,,,,,,
247,05/06/2016,http://globoesporte.globo.com/to/noticia/2016/05/legado-olimpico-tocantins-ganha-pista-de-atletismo-internacional.html,Legado olímpico: Tocantins ganha pista de atletismo internacional,Positive,,,,,,
262,09/06/2016,https://oglobo.globo.com/projetos/painelfgv/mat/mat8.asp,Painel FGV,Neutral,,,,,,
137,12/06/2016,http://g1.globo.com/rio-de-janeiro/noticia/2016/06/paes-nao-punira-tecnicos-apos-obras-do-novo-joa-apresentarem-buracos.html,Paes não punirá técnicos após obras do Novo Joá apresentarem buracos,Neutral,,,,,,
281,13/06/2016,http://g1.globo.com/rio-de-janeiro/noticia/2016/06/reabertura-de-ciclovia-no-rio-depende-do-estudo-das-ondas-diz-paes.html,"Paes: ciclovia reabre em agosto, mas inauguração antes de Jogos é incerta",Neutral,,,,,,
147,16/06/2016,https://m.extra.globo.com/noticias/rio/durante-vistoria-das-obras-do-legado-olimpico-presidente-do-coi-pega-trem-na-central-19516822.html,"Durante vistoria das obras do legado olímpico, presidente do COI pega trem na Central",Neutral,,,,,,
224,23/06/2016,http://sportv.globo.com/site/programas/rio-2016/noticia/2016/06/beltrame-critica-falta-de-um-legado-olimpico-para-o-remo-bonde-passou.html,Beltrame critica a falta de um legado olímpico para o remo: "Bonde passou",Negative,,,,,,
74,24/06/2016,http://g1.globo.com/rio-de-janeiro/noticia/2016/06/mpf-quer-barrar-reconstrucao-de-trecho-ciclovia-que-desabou-no-rio.html,MPF quer barrar reconstrução de trecho ciclovia que desabou no Rio,Negative,,,,,,
55,30/06/2016,https://epoca.globo.com/esporte/olimpiadas/noticia/2016/06/heranca-olimpica-para-os-cariocas.html,Herança olímpica para os cariocas,Neutral,,,,,,
122,06/07/2016,https://valor.globo.com/brasil/noticia/2016/06/07/impacto-de-jogos-sobre-a-economia-e-de-r-75-bilhoes.ghtml,Impacto de Jogos sobre a economia é de R$ 75 bilhões,Neutral,,,,,,
58,15/07/2016,https://oglobo.globo.com/rio/pessoas-que-transformam-rio-19714590,Pessoas que transformam o Rio,Positive,,,,,,
271,20/07/2016,https://extra.globo.com/esporte/justica-do-rio-determina-apresentacao-de-plano-de-legado-olimpico-ate-4-de-agosto-19753656.html,Justiça do Rio determina apresentação de plano de legado olímpico até 4 de agosto,Neutral,,,,,,
265,30/07/2016,https://valor.globo.com/brasil/noticia/2016/07/30/paes-inaugura-metro-e-fala-em-transformacao-do-rio-com-olimpiada.ghtml,Paes inaugura metrô e fala em transformação do Rio com Olimpíada,Positive,,,,,,
46,01/08/2016,https://oglobo.globo.com/opiniao/a-olimpiada-o-legado-social-19815758,A Olimpíada e o legado social,Neutral,,,,,,
251,15/08/2016,https://epoca.globo.com/esporte/olimpiadas/noticia/2016/08/cercada-de-pobreza-deodoro-espera-o-legado-da-olimpiada.html,"Cercado de pobreza, Deodoro espera o legado da Olimpíada",Negative,,,,,,
60,16/08/2016,https://epoca.globo.com/esporte/olimpiadas/noticia/2016/08/por-que-baia-de-guanabara-continua-poluida-nos-jogos-olimpicos.html,Por que a Baía de Guanabara continua poluída nos Jogos Olímpicos?,Negative,,,,,,
280,17/08/2016,http://globoesporte.globo.com/olimpiadas/judo/noticia/2016/08/ouro-no-esporte-ouro-na-educacao-rafaela-silva-batiza-escola-no-rio.html,"Ouro no esporte, ouro na educação: Rafaela Silva batiza escola no Rio",Positive,,,,,,
261,17/08/2016,https://oglobo.globo.com/esportes/diretor-de-associacao-olimpica-britanica-elogia-rio-2016-19944527,Diretor de Associação Olímpica Britânica elogia Rio-2016,Positive,,,,,,
161,18/08/2016,https://oglobo.globo.com/rio/caso-com-nadadores-americanos-vira-piada-nas-redes-19947550,Caso com nadadores americanos vira piada nas redes,Neutral,,,,,,
118,20/08/2016,http://globoesporte.globo.com/olimpiadas/vela/noticia/2016/08/lars-grael-lamenta-que-despoluicao-de-aguas-nao-tenha-sido-legado-olimpico.html,Lars Grael lamenta que despoluição de águas não tenha sido legado olímpico,Negative,,,,,,
64,21/08/2016,http://globoesporte.globo.com/olimpiadas/noticia/2016/08/no-fim-da-rio-2016-governo-garante-manter-investimentos-no-esporte.html,"No fim da Rio 2016, Governo garante manter investimentos no esporte",Positive,,,,,,
146,21/08/2016,https://oglobo.globo.com/opiniao/futuro-claro-para-rio-apesar-de-tudo-19961775,"Futuro claro para o Rio, apesar de tudo",Neutral,,,,,,
272,22/08/2016,http://g1.globo.com/bom-dia-brasil/noticia/2016/08/brasil-tem-na-rio-2016-o-melhor-desempenho-na-historia-dos-jogos.html,Brasil tem na Rio 2016 o melhor desempenho na história dos Jogos,Positive,,,,,,
239,24/08/2016,https://oglobo.globo.com/esportes/diogo-silva-aprova-cerco-dirigentes-do-taekwondo-legado-olimpico-19987404,Diogo Silva aprova cerco a dirigentes do taekwondo: 'Legado olímpico',Positive,,,,,,
238,25/08/2016,http://g1.globo.com/rio-de-janeiro/noticia/2016/08/fotografo-do-rio-reune-30-anos-de-viagens-em-livro-viajante-nunca-volta.html,Fotógrafo do Rio reúne 30 anos de viagens em livro: 'Viajante nunca volta',Neutral,,,,,,
227,30/08/2016,http://globoesporte.globo.com/eu-atleta/saude/noticia/2016/08/legado-olimpico-surgimento-de-idolos-e-estimulo-pratica-esportiva.html,Legado olímpico: surgimento de ídolos é estímulo à prática esportiva,Positive,,,,,,
178,05/09/2016,https://oglobo.globo.com/rio/legado-olimpico-novos-servicos-de-transportes-precisam-se-manter-eficientes-20052119,Legado olímpico: novos serviços de transportes precisam se manter eficientes,Neutral,,,,,,
290,05/09/2016,http://globoesporte.globo.com/olimpiadas/noticia/2016/05/obras-da-rio-2016-sofrem-interdicoes-e-embargo-parcial-no-rj.html,Obras da Rio 2016 sofrem interdições e embargo parcial no RJ,Negative,,,,,,
270,07/09/2016,http://g1.globo.com/rio-de-janeiro/noticia/2016/09/parque-radical-em-deodoro-e-reaberto-como-area-de-lazer.html,"Parque Radical, em Deodoro, é reaberto como área de lazer",Positive,,,,,,
106,19/09/2016,http://g1.globo.com/rio-de-janeiro/paralimpiadas/noticia/2016/09/prefeitura-destaca-transportes-em-balanco-sobre-os-jogos-rio-2016.html,Prefeitura destaca transportes em balanço sobre os Jogos Rio 2016,Positive,,,,,,
285,10/10/2016,http://globoesporte.globo.com/canoagem/noticia/2016/10/com-atletas-olimpicos-deodoro-sedia-torneio-internacional-de-canoagem.html,"Com atletas olímpicos, Deodoro sedia torneio internacional de canoagem",Positive,,,,,,
49,10/10/2016,https://oglobo.globo.com/esportes/o-legado-esportivo-dos-jogos-rio-2016-20255376,O legado esportivo dos Jogos Rio 2016,Neutral,,,,,,
169,11/10/2016,https://oglobo.globo.com/rio/terceirizados-da-cet-rio-fazem-protesto-no-centro-20271327,Terceirizados da CET-Rio fazem protesto no Centro,Negative,,,,,,
228,03/11/2016,http://globoesporte.globo.com/ba/noticia/2016/11/legado-salvador-recebera-piscina-do-estadio-aquatico-dos-jogos-olimpicos.html,Legado: Salvador receberá piscina do Estádio Aquático dos Jogos Olímpicos,Positive,,,,,,
153,13/11/2016,https://oglobo.globo.com/rio/bairros/rocky-man-muda-de-paisagens-leva-competicoes-para-barra-20453085,Rocky Man muda de paisagens e leva competições para a Barra,Neutral,,,,,,
36,19/11/2016,https://oglobo.globo.com/rio/lixo-como-legado-olimpico-20498524,Lixo como legado olímpico,Negative,,,,,,
259,21/11/2016,http://globoesporte.globo.com/am/olimpiadas/noticia/2016/11/am-pode-herdar-equipamentos-do-levantamento-de-peso-da-rio-2016.html,AM pode herdar equipamentos do Levantamento de Peso da Rio 2016,Positive,,,,,,
255,22/11/2016,http://globoesporte.globo.com/jogos-escolares/noticia/2016/11/paralimpiadas-escolares-tem-inicio-em-sp-colocando-legado-olimpico-prova.html,Paralimpíadas Escolares têm início em SP colocando legado olímpico à prova,Neutral,,,,,,
235,29/11/2016,https://oglobo.globo.com/rio/sem-concessao-cenario-de-abandono-no-parque-olimpico-20556145,"Sem concessão, cenário é de abandono no Parque Olímpico",Negative,,,,,,
263,30/12/2016,http://globoesporte.globo.com/atletismo/noticia/2016/12/caio-bonfim-celebra-legado-olimpico-1-treino-da-vida-sem-ofensas-na-rua.html,Caio Bonfim celebra "legado olímpico": 1º treino da vida sem ofensas na rua,Positive,,,,,,
156,04/02/2017,https://cbn.globoradio.globo.com/programas/cbn-esportes/2017/04/02/PRESIDENTE-DO-COB-CLASSIFICA-LEGADO-OLIMPICO-COMO-EXTRAORDINARIO.htm,Presidente do COB classifica legado olímpico como 'extraordinário',Positive,,,,,,
154,04/02/2017,https://cbn.globoradio.globo.com/media/audio/75117/presidente-do-cob-classifica-legado-olimpico-como-.htm,Presidente do COB classifica legado olímpico como 'extraordinário',Positive,,,,,,
94,08/02/2017,https://globoesporte.globo.com/olimpiadas/noticia/sem-seguro-recuperacao-do-velodromo-apos-incendio-vira-dos-cofres-publicos.ghtml,"Sem seguro, recuperação do Velódromo após incêndio virá dos cofres públicos",Negative,,,,,,
216,12/02/2017,https://epocanegocios.globo.com/Brasil/noticia/2017/08/epoca-negocios-um-ano-apos-os-jogos-olimpicos-rio-de-janeiro-sofre-com-arenas-caras-e-vazias.html,"Um ano após os Jogos Olímpicos, Rio de Janeiro sofre com arenas caras e vazias",Negative,,,,,,
200,12/02/2017,https://epocanegocios.globo.com/Brasil/noticia/2017/08/um-ano-depois-da-rio-2016-arenas-olimpicas-sao-subutilizadas.html,"Um ano depois da Rio 2016, arenas olímpicas são subutilizadas",Negative,,,,,,
159,17/02/2017,http://globoesporte.globo.com/blogs/especial-blog/garrafao-rubro-negro/post/legado-olimpico-promessas-viram-po-e-classico-carioca-sera-em-solo-manauara.html,Legado Olímpico? Promessas viram pó e clássico carioca será em solo manauara | Blog Garrafão Rubro Negro,Negative,,,,,,
212,18/02/2017,https://oglobo.globo.com/esportes/legado-olimpico-emperra-na-burocracia-na-demora-do-planejamento-1-20944511,Legado olímpico emperra na burocracia e na demora do planejamento,Negative,,,,,,
87,24/02/2017,http://globoesporte.globo.com/blogs/especial-blog/garrafao-rubro-negro/post/torcedores-rubro-negros-lamentam-falta-do-legado-olimpico.html,Torcedores rubro-negros lamentam a falta do legado olímpico | Blog Garrafão Rubro Negro,Negative,,,,,,
236,05/03/2017,https://blogs.oglobo.globo.com/lauro-jardim/post/justificativa-para-viagem-do-legado-olimpico-compara-crise-do-rio-com-da-grecia.html,Justificativa para viagem do 'legado olímpico' compara crise do Rio com a da Grécia,Negative,,,,,,
65,12/03/2017,https://oglobo.globo.com/opiniao/boa-ocupacao-dos-hoteis-no-carnaval-legado-olimpico-21045391,Boa ocupação dos hotéis no carnaval é legado olímpico,Positive,,,,,,
249,24/03/2017,https://g1.globo.com/rio-de-janeiro/noticia/vereadores-visitam-arena-do-parque-olimpico-e-constatam-atraso-no-legado.ghtml,Vereadores visitam arena do Parque Olímpico e constatam atraso no legado,Negative,,,,,,
77,30/03/2017,https://blogs.oglobo.globo.com/lauro-jardim/post/governo-transforma-apo-em-autoridade-do-legado-olimpico.html,Governo transforma APO em Autoridade do Legado Olímpico,Neutral,,,,,,
231,30/03/2017,https://globoesporte.globo.com/olimpiadas/noticia/governo-muda-plano-inicial-e-define-que-apo-vira-agencia-de-legado.ghtml,Governo define que APO vira agência de legado e atrasa divulgação dos custos da Olimpíada,Negative,,,,,,
243,31/03/2017,https://revistapegn.globo.com/Noticias/noticia/2017/03/pegn-apos-criacao-de-agencia-governo-deve-atrasar-prestacao-de-contas-do-rio-2016.html,"Após criação de agência, governo deve atrasar prestação de contas do Rio-2016",Negative,,,,,,
258,31/03/2017,https://epocanegocios.globo.com/Brasil/noticia/2017/03/epoca-negocios-sem-dados-da-prefeitura-do-rio-custo-final-da-olimpiada-de-2016-nao-e-divulgado.html,"Sem dados da Prefeitura do Rio, custo final da Olimpíada de 2016 não é divulgado",Negative,,,,,,
110,02/04/2017,https://g1.globo.com/rio-de-janeiro/noticia/apos-quatro-meses-parque-olimpico-no-rio-tem-sinais-de-abandono.ghtml,"Após quatro meses, Parque Olímpico no Rio tem sinais de abandono",Negative,,,,,,
254,07/04/2017,https://epoca.globo.com/politica/expresso/noticia/2017/04/picciani-emplaca-presidente-de-orgao-que-cuidara-do-legado-olimpico.html,Picciani emplaca presidente de órgão que cuidará do legado olímpico,Positive,,,,,,
115,08/04/2017,https://extra.globo.com/esporte/brasil-precisa-ter-mais-tempo-para-entregar-legado-olimpico-diz-presidente-do-coi-21668973.html,"Brasil precisa ter mais tempo para entregar legado olímpico, diz presidente do COI",Neutral,,,,,,
213,08/04/2017,https://g1.globo.com/rio-de-janeiro/noticia/falta-de-recursos-impede-construcao-de-escolas-publicas-prometidas-como-legado-da-rio-2016.ghtml,Falta de recursos impede construção de escolas públicas prometidas como legado da Rio 2016,Negative,,,,,,
141,08/04/2017,https://g1.globo.com/rio-de-janeiro/noticia/dia-de-atividades-no-parque-olimpico-marcara-um-ano-de-olimpiada-veja-como-chegar-no-local-de-onibus.ghtml,Dia de atividades no Parque Olímpico marcará um ano de olimpíada; veja como chegar no local de ônibus,Positive,,,,,,
41,10/04/2017,https://oglobo.globo.com/rio/arena-do-parque-olimpico-deve-receber-colegio-estadual-em-2019-23658143,Arena do Parque Olímpico deve receber colégio estadual em 2019,Positive,,,,,,
76,08/05/2017,https://globoesporte.globo.com/olimpiadas/noticia/um-ano-apos-a-rio-2016-resultados-caem-verbas-minguam-mas-cob-segue-otimista.ghtml,"Um ano após a Rio 2016, resultados caem, verbas minguam, mas COB segue otimista",Negative,,,,,,
240,14/05/2017,https://oglobo.globo.com/rio/bairros/parque-olimpico-recebe-competicoes-de-ciclismo-de-pista-volei-de-praia-21334649,Parque Olímpico recebe competições de ciclismo de pista e vôlei de praia,Positive,,,,,,
168,19/05/2017,https://cbn.globoradio.globo.com/editorias/esportes/2017/05/19/LEGADO-OLIMPICO-INAUGURADO-CENTRO-DE-TREINAMENTO-DO-REMO-NO-RIO-DE-JANEIRO.htm,Legado olímpico: inaugurado centro de treinamento do remo no Rio de Janeiro,Positive,,,,,,
211,19/05/2017,https://radioglobo.globo.com/media/audio/88455/legado-olimpico-inaugurado-centro-de-treinamento-d.htm,Legado olímpico: inaugurado centro de treinamento do remo no Rio de Janeiro,Positive,,,,,,
202,19/05/2017,https://cbn.globoradio.globo.com/media/audio/88455/legado-olimpico-inaugurado-centro-de-treinamento-d.htm,Legado olímpico: inaugurado centro de treinamento do remo no Rio de Janeiro,Positive,,,,,,
172,22/05/2017,https://g1.globo.com/rio-de-janeiro/noticia/audiencia-publica-na-procuradoria-discute-o-legado-olimpico-no-rio.ghtml,Audiência pública na Procuradoria discute o legado olímpico no Rio,Neutral,,,,,,
225,23/05/2017,http://sportv.globo.com/site/programas/sportv-news/noticia/2017/05/mpf-realiza-audiencia-para-cobrar-o-cumprimento-do-legado-olimpico.html,MPF realiza audiência para cobrar o cumprimento do legado olímpico,Neutral,,,,,,
135,28/05/2017,https://extra.globo.com/noticias/rio/largado-olimpico-arenas-dos-jogos-colecionam-problemas-21401821.html,Largado' olímpico: arenas dos Jogos colecionam problemas,Negative,,,,,,
93,02/06/2017,https://g1.globo.com/rio-de-janeiro/noticia/visitantes-se-surpreendem-com-abandono-do-parque-olimpico.ghtml,Visitantes se surpreendem com abandono do Parque Olímpico,Negative,,,,,,
219,07/06/2017,https://g1.globo.com/rio-de-janeiro/noticia/mpf-pede-multa-ao-ex-ministro-dos-esportes-pezao-e-eduardo-paes-pela-nao-apresentacao-do-plano-de-legado-olimpico.ghtml,"MPF pede multa a ministro dos Esportes, Pezão e Eduardo Paes pela não apresentação do plano de legado olímpico",Negative,,,,,,
86,09/06/2017,http://globoesporte.globo.com/blogs/especial-blog/brasil-em-toquio/post/livro-sobre-efeitos-dos-megaeventos-sera-lancado-no-rio-de-janeiro.html,Blog Brasil em Toquio,Neutral,,,,,,
124,14/06/2017,https://g1.globo.com/rio-de-janeiro/noticia/olimpiada-do-rio-custou-r-137-milhoes-a-mais-do-que-o-planejado.ghtml,Olimpíada do Rio custou R$ 137 milhões a mais do que o planejado,Negative,,,,,,
246,14/06/2017,http://g1.globo.com/jornal-nacional/noticia/2017/06/quase-ano-apos-o-fim-da-olimpiada-custo-das-obras-fica-mais-alto.html,"Quase 1 ano após o fim da Olimpíada, custo final das obras fica mais alto",Negative,,,,,,
95,14/06/2017,https://globoesporte.globo.com/olimpiadas/noticia/custo-dos-jogos-olimpicos-do-rio-e-atualizado-e-chega-a-r-41-bilhoes.ghtml,Custo dos Jogos Olímpicos do Rio é atualizado e chega a R$ 41 bilhões,Neutral,,,,,,
44,14/06/2017,https://oglobo.globo.com/esportes/rio-2016-gasto-com-arenas-esportivas-atualizado-chega-r-723-bilhoes-21478636,"Rio-2016: gasto com arenas esportivas é atualizado e chega a R$ 7,23 bilhões",Neutral,,,,,,
