Rank,Date,Link,Title,Labels,,,,,,
189,13/08/2016,"https://alias.estadao.com.br/noticias/geral,jogos-da-inimizade-o-lado-belico-e-perigoso-da-olimpiada,10000069118",Jogos da inimizade: o lado bélico e perigoso da Olimpíada,Negative,,,,,,
199,15/08/2016,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,previsao-inflada,10000069487",Previsão inflada,Neutral ,,,,,,
136,16/08/2016,"https://viagem.estadao.com.br/noticias/geral,novidades-de-ouro,10000069783",Novidades de ouro,Positive,,,,,,
149,21/08/2016,"https://opiniao.estadao.com.br/noticias/geral,forum-dos-leitores,10000070977",Fórum dos leitores,Neutral ,,,,,,
129,26/08/2016,https://educacao.estadao.com.br/blogs/colegio-renascenca/muito-alem-do-ouro/,Muito além do ouro,Neutral ,,,,,,
165,01/09/2016,https://economia.estadao.com.br/blogs/radar-imobiliario/centro-metropolitano-rende-trofeu-para-empresa/,Centro Metropolitano rende troféu para empresa,Positive,,,,,,
156,05/09/2016,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,acessibilidade-continua-sendo-grande-problema-na-cidade-olimpica,10000074049",Acessibilidade continua sendo grande problema na 'cidade olímpica',Negative,,,,,,
90,08/10/2016,"https://politica.estadao.com.br/noticias/eleicoes,primeiro-debate-no-2-turno-no-rio-tem-criticas-sobre-boatos-de-internet,10000081005",Primeiro debate no 2º turno no Rio tem críticas sobre boatos de internet,Negative,,,,,,
145,13/10/2016,https://politica.estadao.com.br/blogs/conexao-eleitoral/o-descompasso-da-democracia-desconectada/,O descompasso da democracia desconectada,Neutral ,,,,,,
175,17/10/2016,"https://politica.estadao.com.br/noticias/geral,freixo-se-diz-vitima-da-politica-com-terror,10000082568",Freixo se diz vítima da ‘política com terror’,Negative,,,,,,
87,17/10/2016,https://educacao.estadao.com.br/blogs/escola-projeto-vida/legado-olimpico-na-projeto-vida-reflexao-e-experimentacao/,Legado olímpico na Projeto Vida: reflexão e experimentação,Positive,,,,,,
95,14/12/2016,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,novo-ct-em-ramos-ganha-mesas-utilizadas-por-mesa-tenistas-no-rio-2016,10000094551",Novo CT em Ramos ganha mesas utilizadas por mesa-tenistas no Rio-2016,Positive,,,,,,
37,15/12/2016,"https://economia.estadao.com.br/noticias/releases-ae,jornalista-e-historiador-lancam-livro-sobre-as-olimpiadas-2016-e-a-cidade-maravilhosa,10000094818",Jornalista e historiador lançam livro sobre as olimpíadas 2016 e a cidade maravilhosa,Positive,,,,,,
144,23/12/2016,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,sem-revelar-custos-ministerio-do-esporte-assume-arenas-olimpicas-no-rio,10000096245","Sem revelar custos, Ministério do Esporte assume arenas olímpicas no Rio",Neutral ,,,,,,
96,13/01/2017,"https://opiniao.estadao.com.br/noticias/geral,e-o-povo-paga-a-conta,10000099825",E o povo paga a conta,Negative,,,,,,
65,17/01/2017,https://esportes.estadao.com.br/blogs/bruno-voloch/retrato-perfeito-do-legado-olimpico/,Retrato perfeito do legado olímpico,Positive,,,,,,
18,07/02/2017,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,apos-cinco-meses-legado-olimpico-apresenta-mais-pontos-negativos-do-que-positivos,70001656292","Após cinco meses, legado olímpico apresenta mais pontos negativos do que positivos",Negative,,,,,,
135,07/02/2017,"https://esportes.estadao.com.br/noticias/geral,quarto-do-mundo-no-martelo-em-2016-montanha-se-prepara-na-eslovenia,70001656506","Quarto do mundo no martelo em 2016, Montanha se prepara na Eslovênia",Neutral ,,,,,,
177,18/02/2017,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,uci-propoe-acao-para-salvar-o-velodromo-do-rio,70001670537",UCI propõe ação para salvar o velódromo do Rio,Positive,,,,,,
47,30/03/2017,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,temer-cria-autarquia-e-governo-federal-centraliza-gestao-do-legado-do-rio-2016,70001720405",Temer cria autarquia e governo federal centraliza gestão do legado do Rio-2016,Neutral ,,,,,,
118,31/03/2017,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,sem-dados-da-prefeitura-do-rio-custo-final-da-olimpiada-de-2016-nao-e-divulgado,70001722326","Sem dados da Prefeitura do Rio, custo final da Olimpíada não é divulgado",Negative,,,,,,
62,31/03/2017,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,governo-atrasa-prestacao-de-contas-dos-jogos-do-rio-custo-da-olimpiada-pode-superar-r-40-bilhoes,70001721048",Governo deve atrasar prestação de contas dos Jogos do Rio e custo pode superar R$ 40 bilhões,Negative,,,,,,
74,05/04/2017,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,ex-ministro-do-esporte-e-multado-por-falta-de-legado-apos-jogos-do-rio-2016,70001728192",Ex-ministro do Esporte é multado por falta de legado após Jogos do Rio-2016,Negative,,,,,,
107,11/04/2017,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,com-acordos-de-cooperacao-ministerio-do-esporte-traca-plano-para-parque-olimpico,70001733888","Com acordos de cooperação, Ministério do Esporte traça plano para Parque Olímpico",Positive,,,,,,
127,25/04/2017,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,coi-oferece-cargo-para-nuzman-no-comite-de-coordenacao-dos-jogos-de-2020,70001751108",Nuzman aceita convite para fazer parte do Comitê de Coordenação dos Jogos de 2020,Positive,,,,,,
41,04/05/2017,"https://politica.estadao.com.br/noticias/geral,pmdb-do-rio-domina-orgao-ligado-a-ministerio-do-esporte,70001762786",PMDB do Rio domina órgão ligado a Ministério do Esporte,Negative,,,,,,
123,17/05/2017,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,volei-de-praia-troca-a-orla-da-praia-do-rio-de-janeiro-pelo-centro-de-tenis,70001787030",Vôlei de Praia troca a orla da praia do Rio de Janeiro pelo Centro de Tênis,Neutral ,,,,,,
22,19/05/2017,"https://opiniao.estadao.com.br/noticias/geral,engodo-olimpico,70001794265",Engodo olímpico,Negative,,,,,,
82,22/05/2017,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,custo-dos-jogos-olimpicos-do-rio-2016-devera-ser-conhecido-somente-em-junho,70001805616",Custo dos Jogos Olímpicos do Rio-2016 deverá ser conhecido somente em junho,Neutral ,,,,,,
116,14/06/2017,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,custo-dos-jogos-do-rio-chega-a-r-41-03-bilhoes,70001840790","Custo dos Jogos do Rio chega a R$ 41,03 bilhões",Negative,,,,,,
52,06/07/2017,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,mp-pede-multa-diaria-a-ministro-do-esporte-por-falta-de-plano-de-legado-olimpico,70001879753",MP pede multa diária a ministro do Esporte por falta de plano de legado olímpico,Negative,,,,,,
49,06/07/2017,https://politica.estadao.com.br/blogs/fausto-macedo/procuradoria-pede-multa-a-pezao-paes-e-ex-ministro-por-falta-de-plano-de-legado-da-olimpiada/,"Procuradoria pede multa a Pezão, Paes e ministro por falta de Plano de Legado da Olimpíada",Negative,,,,,,
66,06/07/2017,https://politica.estadao.com.br/blogs/fausto-macedo/procuradoria-retifica-pedido-de-multa-e-exclui-nome-de-ex-ministro-dos-esportes/,Procuradoria retifica pedido de multa e exclui nome de ex-ministro dos Esportes,Negative,,,,,,
86,07/07/2017,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,coi-critica-organizadores-brasileiros-por-situacao-das-contas-do-rio-2016,70001880707",COI critica organizadores brasileiros por situação das contas do Rio-2016,Negative,,,,,,
53,13/07/2017,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,jogos-pan-americanos-do-rio-deixam-legado-de-problemas-10-anos-depois,70001888108",Jogos Pan-Americanos do Rio deixam legado de problemas 10 anos depois,Negative,,,,,,
141,13/07/2017,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,justica-federal-nega-pedido-de-quebra-de-sigilo-das-contas-do-rio-2016,70001889307",Justiça Federal nega pedido de quebra de sigilo das contas do Rio-2016,Negative,,,,,,
164,27/07/2017,"https://esportes.estadao.com.br/noticias/geral,governo-de-sp-abre-chamamento-publico-para-gestao-do-ct-paralimpico-brasileiro,70001908703",Governo de SP inicia concessão para gestão do CT Paralímpico Brasileiro,Positive,,,,,,
45,30/07/2017,"https://brasil.estadao.com.br/noticias/rio-de-janeiro,baloes-causaram-incendio-no-velodromo-do-rj-diz-autarquia-que-cuida-do-legado-olimpico,70001914647","Balões causaram incêndio no Velódromo do RJ, diz autarquia que cuida do legado olímpico",Negative,,,,,,
34,30/07/2017,"https://brasil.estadao.com.br/noticias/rio-de-janeiro,incendio-atinge-velodromo-no-parque-olimpico-do-rio-de-janeiro,70001913992","Balões causaram incêndio no Velódromo do RJ, diz autarquia que cuida do legado olímpico",Negative,,,,,,
64,02/08/2017,https://economia.estadao.com.br/blogs/coluna-do-broad/velodromo-olimpico-atingido-por-incendio-nao-tem-seguro/,Velódromo Olímpico atingido por incêndio não tem seguro,Negative,,,,,,
54,04/08/2017,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,rio-sofre-com-arenas-caras-e-vazias-um-ano-apos-os-jogos-olimpicos,70001923539",Rio sofre com arenas caras e vazias um ano após os Jogos Olímpicos,Negative,,,,,,
88,25/08/2017,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,tcu-determina-que-ministerio-do-esporte-apresente-gastos-atualizados-dos-jogos-olimpicos,70001950358",TCU determina que Ministério do Esporte apresente gastos atualizados dos Jogos Olímpicos,Neutral ,,,,,,
69,29/08/2017,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,apos-novo-orcamento-reconstrucao-do-teto-do-velodromo-do-rio-custara-r-199-mil,70001954886","Após novo orçamento, reconstrução do teto do Velódromo do Rio custará R$ 199 mil",Neutral ,,,,,,
42,07/09/2017,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,rock-in-rio-pagara-r-880-mil-em-reformas-no-parque-olimpico,70001973214",Rock in Rio pagará R$ 880 mil em reformas no Parque Olímpico,Neutral ,,,,,,
98,16/09/2017,"https://esportes.estadao.com.br/noticias/geral,confederacoes-defendem-cautela-diante-de-acusacoes-contra-nuzman,70002003142",Confederações defendem cautela diante de acusações contra Nuzman,Negative,,,,,,
137,06/10/2017,"https://esportes.estadao.com.br/noticias/geral,rota-do-dinheiro-de-nuzman-entra-no-radar-dos-investigadores-suicos,70002030043",Rota do dinheiro' de Nuzman entra no radar dos investigadores suíços,Negative,,,,,,
80,07/10/2017,"https://esportes.estadao.com.br/noticias/geral,apos-duro-golpe-confederacoes-veem-na-melhoria-da-gestao-a-unica-saida,70002031605","Após duro golpe, confederações veem na melhoria da gestão a única saída",Negative,,,,,,
32,26/11/2017,"https://brasil.estadao.com.br/noticias/rio-de-janeiro,pela-segunda-vez-incendio-atinge-velodromo-do-parque-olimpico-no-rio,70002097838","Pela segunda vez, balão provoca incêndio no Velódromo do Parque Olímpico",Negative,,,,,,
104,29/11/2017,"https://esportes.estadao.com.br/noticias/geral,reparos-na-cobertura-do-velodromo-vao-custar-r-60-mil,70002101421",Reparos na cobertura do Velódromo vão custar R$ 60 mil,Neutral ,,,,,,
111,20/12/2017,"https://esportes.estadao.com.br/noticias/tenis,negociacao-com-ministerio-nao-avanca-e-cbt-adia-planos-de-assumir-centro-olimpico,70002126812",Negociação com Ministério não avança e CBT adia planos de assumir Centro Olímpico,Negative,,,,,,
75,20/12/2017,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,uniao-faz-pente-fino-em-contas-de-r-4-7-mi,70002126031","União faz pente fino em contas do Parque Olímpico no valor de R$ 4,7 milhões",Neutral ,,,,,,
146,09/01/2018,"https://internacional.estadao.com.br/noticias/geral,analise-o-outro-lado-de-uma-medalha-olimpica,70002144053",Análise: o outro lado de uma medalha olímpica,Neutral ,,,,,,
40,14/01/2018,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,uniao-vai-gastar-r-35-milhoes-para-manter-funcionamento-do-parque-olimpico,70002149738",União vai gastar R$ 35 milhões para manter funcionamento do Parque Olímpico,Negative,,,,,,
61,15/01/2018,"https://esportes.estadao.com.br/noticias/geral,clubes-cariocas-usam-arena-no-parque-olimpico-sem-pagar-aluguel,70002150863",Clubes do Rio usam arena no Parque Olímpico sem pagar aluguel,Neutral ,,,,,,
15,28/01/2018,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,enfim-legado-olimpico-para-o-esporte-brasileiro-chega-em-deodoro,70002168365","Enfim, legado olímpico para o esporte brasileiro chega em Deodoro",Positive,,,,,,
48,28/01/2018,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,parque-olimpico-da-barra-tera-museu-do-esporte-nacional,70002168369",Parque Olímpico da Barra terá museu do esporte nacional,Positive,,,,,,
43,31/01/2018,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,sem-autorizacao-velodromo-do-rio-nao-pode-receber-publico,70002171783","Sem autorização, Velódromo do Rio não pode receber público",Negative,,,,,,
28,31/01/2018,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,parque-olimpico-na-barra-acumula-problemas-apos-os-jogos-do-rio,70002171781",Parque Olímpico na Barra acumula problemas após os Jogos do Rio,Negative,,,,,,
101,18/03/2018,"https://esportes.estadao.com.br/noticias/geral,vitimas-da-violencia-no-rio-tentam-se-reinventar-na-canoagem,70002230765",Vítimas da violência no Rio tentam se reinventar na canoagem,Negative,,,,,,
81,22/03/2018,"https://esportes.estadao.com.br/noticias/geral,apos-acidente-johnatan-consegue-a-redencao-nas-rodas-de-bicicleta,70002237262","Após ser atropelado, atleta encontra redenção em uma bicicleta",Positive,,,,,,
19,29/03/2018,"https://esportes.estadao.com.br/noticias/geral,cob-abre-mao-de-acervo-de-documentos-oficiais-da-olimpiada-do-rio-2016,70002247437",COB abre mão de acervo de documentos oficiais da Olimpíada do Rio-2016,Neutral ,,,,,,
91,02/04/2018,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,tcu-determina-que-comite-rio-2016-pague-obras-nas-arenas-dos-jogos,70002250773",TCU determina que Comitê Rio-2016 pague obras nas arenas dos Jogos,Neutral ,,,,,,
8,02/08/2018,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,legado-atletas-nao-tem-vez-nas-instalacoes-olimpicas-do-rio,70002426278",Legado? Atletas não têm vez nas instalações olímpicas do Rio,Negative,,,,,,
73,28/08/2018,"https://politica.estadao.com.br/noticias/eleicoes,romario-falta-a-debate-no-rio-e-ligacao-entre-paes-e-cabral-e-explorada,70002476960",Romário falta a debate no Rio e ligação entre Paes e Cabral é explorada,Negative,,,,,,
78,05/10/2018,https://politica.estadao.com.br/blogs/fausto-macedo/procuradoria-questiona-paes-crivella-picciani-e-mais-18-por-irregularidades-em-obras-da-olimpiada/,"Procuradoria dá 20 dias para Paes, Crivella e Picciani explicarem irregularidades em obras da Olimpíada",Negative,,,,,,
25,14/10/2018,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,vendaval-e-chuva-danificam-parte-do-telhado-do-velodromo-do-parque-olimpico,70002547148",Vendaval e chuva danificam parte do telhado do Velódromo do Parque Olímpico,Negative,,,,,,
35,27/10/2018,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,caixa-bloqueia-r-478-milhoes-em-transferencias-de-recursos-ao-rio,70002566622",Caixa bloqueia R$ 478 milhões em transferências de recursos ao Rio,Negative,,,,,,
26,08/12/2018,"https://esportes.estadao.com.br/noticias/geral,reforma-do-velodromo-do-rio-de-janeiro-tera-custo-de-r-1-7-milhao,70002637735","Reforma do velódromo do Rio de Janeiro terá custo de R$ 1,7 milhão",Negative,,,,,,
38,20/12/2018,https://educacao.estadao.com.br/blogs/blog-dos-colegios-humboldt/projeto-bwp-e-lingua-portuguesa-dual/,Projeto BWP e Língua Portuguesa – DUAL,Neutral ,,,,,,
21,05/01/2019,"https://esportes.estadao.com.br/noticias/geral,concessao-do-parque-olimpico-e-suspensa-apos-mpf-apontar-falhas,70002667750",Concessão do Parque Olímpico é suspensa após MPF apontar falhas,Negative,,,,,,
13,01/02/2019,"https://esportes.estadao.com.br/noticias/geral,no-rio-mpf-pede-que-bndes-suspenda-acordo-relativo-ao-parque-olimpico-da-barra,70002703714","No Rio, MPF pede que BNDES suspenda acordo relativo ao Parque Olímpico da Barra",Negative,,,,,,
120,12/02/2019,https://brasil.estadao.com.br/blogs/inconsciente-coletivo/a-natureza-nao-perdoa-e-tampouco-se-protege-simplesmente-se-vinga/,"“A Natureza não perdoa e tampouco se protege, simplesmente se vinga”",Negative,,,,,,
59,16/02/2019,"https://esportes.estadao.com.br/noticias/geral,extinta-autoridade-publica-olimpica-ainda-deve-r-124-5-mil,70002723675","Extinta, Autoridade Pública Olímpica ainda deve R$ 124,5 mil",Negative,,,,,,
55,07/05/2019,https://politica.estadao.com.br/blogs/fausto-macedo/procuradoria-mira-repasse-de-r-11-mi-do-ex-ministro-do-esporte-para-pasta-que-assumiu-no-df/,Procuradoria mira repasse de R$ 11 mi do ex-ministro do Esporte para pasta que assumiu no DF,Negative,,,,,,
12,03/07/2019,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,extinta-autarquia-que-administra-arenas-olimpicas-no-rio-fica-no-limbo,70002902679","Extinta, autarquia que administra arenas olímpicas no Rio fica em espécie de 'limbo'",Negative,,,,,,
20,05/07/2019,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,parque-olimpico-e-problema-mas-tem-solucao-diz-secretario-adjunto-do-esporte,70002906857","Parque Olímpico é problema, mas tem solução', diz secretário adjunto do Esporte",Negative,,,,,,
23,24/09/2019,"https://cultura.estadao.com.br/noticias/musica,rock-in-rio-busca-novos-espacos-e-inovacao-com-a-promessa-de-se-diversificar,70003023302",Rock in Rio busca novos espaços e inovação com a promessa de se diversificar,Positive,,,,,,
33,25/09/2019,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,tres-anos-apos-jogos-do-rio-floresta-dos-atletas-enfim-sai-do-papel,70003024280","Três anos após Jogos do Rio, 'Floresta dos Atletas' enfim sai do papel",Positive,,,,,,
17,12/11/2019,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,mpf-aponta-falhas-de-manutencao-e-falta-de-funcionarios-no-parque-olimpico,70003087046",MPF aponta falhas de manutenção e falta de funcionários no Parque Olímpico,Negative,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
