Rank,Date,Link,Title,Labels,,,,,,
161,08/11/2009,https://www.dailymail.co.uk/sport/article-1226020/PATRICK-COLLINS-Elizabeth-Park-I-m-sorry-short-national-disgrace.html,"PATRICK COLLINS: Elizabeth Park? I¿m sorry, this is nothing short of a national disgrace",Negative,,,,,,
220,22/02/2010,https://www.dailymail.co.uk/sport/article-1252770/Martin-Samuel-Tessa-Jowell-deserves-Olympic-medal-utter-madness.html,Martin Samuel: Tessa Jowell deserves an Olympic medal in utter madness,Negative,,,,,,
169,02/04/2010,https://www.dailymail.co.uk/sport/article-1263064/THAT-WAS-THE-SPORTING-WEEK-He-laughs--A-look-stories-duped-public-April-Fools-Day.html,THAT WAS THE SPORTING WEEK: He who laughs last... A look at the stories that duped the public on April Fool's Day,Neutral,,,,,,
115,11/10/2010,https://www.dailymail.co.uk/sport/football/article-1319537/West-Ham-boosted-Olympic-Stadium-battle-Tottenham-UK-Athletics-bid.html,West Ham boosted in Olympic Stadium battle with Tottenham as UK Athletics back bid,Positive,,,,,,
123,11/01/2011,https://www.dailymail.co.uk/sport/football/article-1346217/Moving-Tottenham-east-London-rip-heart-soul-clubs-community.html,Moving Tottenham to east London would rip 'the heart and soul' out of the club's community,Negative,,,,,,
56,15/01/2011,https://www.dailymail.co.uk/sport/article-1347366/Des-Kelly-Spurs-vandals-musnt-wreck-Olympic-legacy.html,Des Kelly: Spurs vandals musn't wreck Olympic legacy,Negative,,,,,,
112,16/01/2011,https://www.dailymail.co.uk/sport/football/article-1347541/Tottenham-West-Ham-fight-2012-venue--Olympic-stadium-end-foreign-hands.html,Tottenham and West Ham fight for the 2012 venue... will the Olympic stadium end up in foreign hands?,Negative,,,,,,
82,16/01/2011,https://www.dailymail.co.uk/sport/football/article-1347662/Spurs-fans-protest-Olympic-Stadium-advisor-voices-white-elephant-fears.html,Spurs fans protest over Olympic Stadium move but advisor voices 'white elephant' fears,Negative,,,,,,
84,21/01/2011,https://www.dailymail.co.uk/sport/football/article-1349163/West-Hams-plans-Olympic-Stadium-turn-graveyard-says-Harry-Redknapp.html,West Ham's plans for Olympic Stadium would turn it into graveyard says Harry Redknapp,Negative,,,,,,
141,21/01/2011,https://www.dailymail.co.uk/sport/olympics/article-1349289/Tessa-Sanderson-warns-Olympic-Stadium-chiefs-Ill-legal-action-unless-let-vote-West-Ham-Spurs.html,Tessa Sanderson warns Olympic Stadium chiefs: I'll take legal action unless you let me vote for West Ham or Spurs,Negative,,,,,,
50,22/01/2011,https://www.dailymail.co.uk/sport/article-1349472/Charles-Sale-2012-Olympic-Stadium-legacy-expert-left-years-ago.html,Charles Sale: 2012 Olympic Stadium legacy expert left two years ago,Neutral,,,,,,
39,05/02/2011,https://www.dailymail.co.uk/sport/olympics/article-1354071/Tottenhams-hopes-securing-Londons-Olympic-Stadium-2012-rise-research-exposes-legacy-myth.html,Tottenham's hopes of securing London's Olympic Stadium in 2012 rise as research exposes legacy myth,Negative,,,,,,
51,07/02/2011,https://www.dailymail.co.uk/sport/olympics/article-1354518/West-Ham-chief-Karren-Brady-blasts-Spurs-It-corporate-crime-knock-Olympic-stadium.html,West Ham chief Karren Brady blasts Spurs: It would be a 'corporate crime' to knock down Olympic stadium,Negative,,,,,,
66,07/02/2011,https://www.dailymail.co.uk/sport/football/article-1354645/Karren-Brady-scaremongering-Tottenham-chairman-Daniel-Levy-hits-Olympic-Stadium-crime-slur.html,"Karren Brady is scaremongering, Tottenham chairman Daniel Levy hits back over Olympic Stadium 'crime' slur",Negative,,,,,,
145,08/02/2011,https://www.dailymail.co.uk/sport/olympics/article-1354790/Spurs-win-Olympic-Stadium-bid-says-key-London-2012-figure-Mike-Lee.html,"Spurs must win Olympic Stadium bid, says key London 2012 figure Mike Lee",Positive,,,,,,
130,09/02/2011,https://www.dailymail.co.uk/sport/football/article-1355232/David-Sullivan-slams-Spurs-Olympic-Stadium-battle.html,David Sullivan slams Spurs in Olympic Stadium battle,Neutral,,,,,,
6,12/02/2011,https://www.dailymail.co.uk/sport/football/article-1356435/Will-London-Olympic-2012-legacy-development-Starford-just-load-white-elephants.html,Will London have an Olympic 2012 legacy or is the development at Starford just another load of white elephants?,Neutral,,,,,,
233,12/02/2011,https://www.dailymail.co.uk/sport/football/article-1356406/Kenny-Dalglish-Can-Jack-Wilshere-make-mark-real-giants-football.html,Kenny Dalglish: Can Jack Wilshere make his mark against the real giants of football?,Neutral,,,,,,
119,12/02/2011,https://www.dailymail.co.uk/sport/football/article-1356428/West-Ham-face-Olympic-Stadium-fight-moving-Orients-patch.html,West Ham to face Olympic Stadium fight over moving into Orient's patch,Negative,,,,,,
41,05/07/2011,https://www.dailymail.co.uk/sport/olympics/article-2011499/London-2012-Olympics-OPLC-launch-internal-probe-West-Ham-link.html,London 2012 Olympics: OPLC launch internal probe after West Ham link,Neutral,,,,,,
177,25/07/2011,https://www.dailymail.co.uk/debate/article-2018416/Cultural-Olympiad-2011-An-orgy-politically-correct-expensive-nonsense.html,Cultural Olympiad 2011: An orgy of politically correct and expensive nonsense,Negative,,,,,,
9,03/10/2011,https://www.dailymail.co.uk/news/article-2044555/London-2012-Foreign-Office-hands-Olympic-Legacy-cash-Bolivia.html,London 2012: Foreign Office hands 'Olympic Legacy' cash to Bolivia,Neutral,,,,,,
133,11/10/2011,https://www.dailymail.co.uk/sport/football/article-2048044/Taxpayers-0-West-Ham-1-Club-paying-20million.html,Taxpayers 0 West Ham 1: Club could still move without paying £20million,Neutral,,,,,,
92,11/10/2011,https://www.dailymail.co.uk/sport/football/article-2047725/Spurs-force-West-Ham-Olympic-Stadium-deal-collapse.html,Spurs force West Ham Olympic Stadium deal collapse,Negative,,,,,,
79,11/10/2011,https://www.dailymail.co.uk/news/article-2047726/London-2012-Olympics-West-Ham-deal-stadium-collapses.html,London 2012 Olympics: West Ham deal to take over stadium collapses,Negative,,,,,,
63,19/10/2011,https://www.dailymail.co.uk/sport/othersports/article-2050977/London-2012-Olympics-Sebastian-Coe-rejects-Olympic-Stadium-white-elephant-tag.html,London 2012 Olympics: Sebastian Coe rejects Olympic Stadium 'white elephant' tag,Negative,,,,,,
192,19/10/2011,https://www.dailymail.co.uk/sport/article-2050639/Martin-Samuel-Dan-Wheldon--safety-sport-killer.html,"Martin Samuel: Dan Wheldon - safety first, or sport becomes a killer",Negative,,,,,,
46,21/10/2011,https://www.dailymail.co.uk/news/article-2051906/Ikea-unveils-plans-26-acre-London-district-near-Olympic-Park.html,Ikea unveils plans for 26-acre London district near Olympic Park,Positive,,,,,,
54,06/11/2011,https://www.dailymail.co.uk/sport/othersports/article-2058189/London-win-2017-World-Championships-says-Ed-Warner.html,London can win 2017 World Championships says Ed Warner,Positive,,,,,,
60,06/12/2011,https://www.dailymail.co.uk/debate/article-2070846/London-2012-Olympics-costs-unacceptable-teeter-edge-slump.html,London 2012 Olympics costs are unacceptable as we teeter on the edge of a slump,Negative,,,,,,
271,12/12/2011,https://www.dailymail.co.uk/sport/article-2072910/Manchester-United-make-sure-UEFA-right-Martin-Samuel.html,Manchester United will make sure UEFA see them right: Martin Samuel,Neutral,,,,,,
17,09/01/2012,https://www.dailymail.co.uk/sport/olympics/article-2084150/London-2012-Olympics-Legacy-secure-says-David-Cameron.html,"London 2012 Olympics: Legacy is secure, says David Cameron",Positive,,,,,,
36,18/01/2012,https://www.dailymail.co.uk/sport/olympics/article-2088290/London-2012-Olympics-Fourth-man-arrested-stadium-spy-probe.html,London 2012 Olympics: Fourth man arrested in stadium spy probe,Negative,,,,,,
78,09/03/2012,https://www.dailymail.co.uk/news/article-2112428/London-2012-Olympics-2bn-red-main-stadium-white-elephant.html,London 2012 Olympics may go £2bn into the red and main stadium could become a white elephant,Negative,,,,,,
72,09/03/2012,https://www.dailymail.co.uk/money/news/article-2112505/amp/Olympics-budget-Games-2bn-red.html,Olympics budget: Games could go £2bn into the red,Negative,,,,,,
47,09/03/2012,https://www.dailymail.co.uk/news/article-2112489/London-2012-Olympics-runs-2bn-budget-security-costs-double.html,London 2012 Olympics runs £2bn over budget as security costs double,Negative,,,,,,
21,21/03/2012,http://www.dailymail.co.uk/sport/othersports/article-2118130/Olympic-legacy-boost-London-host-2015-EuroHockey-Championships.html,Olympic legacy boost as London to host 2015 EuroHockey Championships,Positive,,,,,,
135,27/03/2012,https://www.dailymail.co.uk/sport/olympics/article-2121242/LONDON-2012-We-need-China-crisis-warns-Pete-Waterfield.html,"LONDON 2012: We need a China crisis, warns Pete Waterfield",Negative,,,,,,
138,10/04/2012,https://www.dailymail.co.uk/news/article-2127798/Olympic-torch-Ikea-lights-way-40m-high-tower-26-acre-suburb-near-Londons-2012-park.html,Olympic torch: Ikea lights the way with 40m high tower in 26-acre suburb near London's 2012 park,Positive,,,,,,
58,14/06/2012,https://www.dailymail.co.uk/sport/olympics/article-2159216/London-2012-Olympics-Tim-Brabants-leads-Team-GB-canoe-sprint-squad.html,London 2012 Olympics: Tim Brabants leads Team GB canoe sprint squad,Positive,,,,,,
193,09/07/2012,https://www.dailymail.co.uk/money/news/article-2170878/amp/Beet-It-beetroot-juice-shots-James-White-drinks-Olympic-boost.html,Beet-It beetroot juice shots give James White drinks an Olympic boost,Positive,,,,,,
247,30/07/2012,https://www.dailymail.co.uk/sport/olympics/article-2180821/Team-GB-fans-need-make-songs--Laura-Williamson.html,Team GB fans need to make some songs - Laura Williamson,Neutral,,,,,,
102,05/08/2012,https://www.dailymail.co.uk/debate/article-2183898/London-2012s-Olympic-flame-burns-bright-riot-smoke-hangs-Britain.html,London 2012's Olympic flame burns bright but it's riot smoke that still hangs over Britain,Negative,,,,,,
19,10/08/2012,https://www.dailymail.co.uk/sport/olympics/article-2186708/London-2012-Olympics-Legacy-hands--Des-Kelly.html,London 2012 Olympics: Legacy is in our hands - Des Kelly,Neutral,,,,,,
74,11/08/2012,https://www.dailymail.co.uk/news/article-2187032/Lord-Coe-Our-children-fit-warns-Olympic-champion.html,Lord Coe: Our children will be less fit than we are warns former Olympic champion,Negative,,,,,,
171,12/08/2012,https://www.dailymail.co.uk/debate/article-2187469/Mo-Farahs-joyful-embrace-Britishness-Games-mark-truly-historic-watershed.html,Mo Farah's joyful embrace of Britishness and why these Games mark a truly historic watershed,Positive,,,,,,
27,12/08/2012,https://www.dailymail.co.uk/news/article-2187373/London-2012-closing-ceremony-How-capital-took-Olympics-heart.html,London 2012 closing ceremony: How capital took Olympics to its heart,Positive,,,,,,
70,12/08/2012,https://www.dailymail.co.uk/sport/olympics/article-2187408/London-2012-Olympics-The-best-pictures.html,London 2012 Olympics: The best pictures,Positive,,,,,,
71,12/08/2012,https://www.dailymail.co.uk/news/article-2187196/London-2012-Olympics-Sir-Mervyn-King-warns-Olympics-surge-wont-alter-economic-outlook.html,London 2012 Olympics: Sir Mervyn King warns Olympics surge won't alter the economic outlook,Negative,,,,,,
32,13/08/2012,https://www.dailymail.co.uk/debate/article-2187654/Here-immediate-Olympic-legacy-announce-today.html,Here is an immediate Olympic legacy to announce today,Positive,,,,,,
61,13/08/2012,https://blaneyblog.dailymail.co.uk/2012/08/here-is-an-immediate-olympic-legacy-to-announce-today.html,Here is an immediate Olympic legacy to announce today,Positive,,,,,,
16,13/08/2012,https://www.dailymail.co.uk/debate/article-2187727/Olympics-2012-What-away-London-Games-.html,Olympics 2012: What we can take away from the London Games...,Neutral,,,,,,
157,15/08/2012,https://www.dailymail.co.uk/news/article-2188554/School-playing-fields-danger-ministers-relax-rules-eve-Olympics.html,School playing fields 'in danger' as ministers relax rules on eve of the Olympics,Negative,,,,,,
275,16/08/2012,https://www.dailymail.co.uk/news/article-2189001/Backlash-grows-plans-cut-school-playing-fields-introduced-days-Olympics.html,Backlash grows over plans to cut back on school playing fields introduced days before Olympics,Negative,,,,,,
280,17/08/2012,https://www.dailymail.co.uk/debate/article-2190025/A-nation-62m-trolls-Don-t-twit-Jezza.html,"A nation of 62m trolls? Don¿t be a twit, Jezza",Neutral,,,,,,
191,18/08/2012,https://www.dailymail.co.uk/sport/article-2190342/Football-needs-humanity-like-Olympics--Gary-Neville.html,Football needs to show its humanity like in the Olympics - Gary Neville,Neutral,,,,,,
246,20/08/2012,https://www.dailymail.co.uk/news/article-2190765/Tory-councils-sell-playing-fields-Labour.html,Tory councils sell more playing fields than Labour,Negative,,,,,,
23,21/08/2012,https://www.dailymail.co.uk/news/article-2191461/So-Olympic-legacy-School-gym-children-collapse-heat-exhaustion-air-fitted-Games-removed-athletes-leave.html,So much for the Olympic legacy! School gym where children collapse from heat exhaustion has air-con fitted for Games removed once athletes leave,Negative,,,,,,
149,10/09/2012,https://www.dailymail.co.uk/sport/rugbyunion/article-2201306/Rugby-chiefs-want-use-Olympic-Stadium-2015-World-Cup.html,Rugby chiefs want to use Olympic Stadium in 2015 World Cup,Positive,,,,,,
81,10/09/2012,https://www.dailymail.co.uk/news/article-2200946/London-pushed-Paralympics-new-height-What-world-2012-Games.html,London has pushed the Paralympics to a new height': What the world made of 2012 Games,Positive,,,,,,
206,16/09/2012,https://www.dailymail.co.uk/sport/othersports/article-2204011/Wilson-Kipsang-wins-Great-North-Run-Jo-Pavey-impresses.html,Wilson Kipsang wins Great North Run while Jo Pavey impresses,Positive,,,,,,
176,16/09/2012,https://www.dailymail.co.uk/femail/article-2204253/JANET-STREET-PORTER-Sport-Young-women-dont-want-chip-false-nails.html,JANET STREET-PORTER: Sport? Young women don't want to chip their false nails,Negative,,,,,,
99,13/10/2012,https://www.dailymail.co.uk/sport/football/article-2217399/EU-probe-football-aid-scupper-West-Hams-Olympic-Stadium-move.html,EU probe into football aid may scupper West Ham's Olympic Stadium move,Negative,,,,,,
42,23/10/2012,https://www.dailymail.co.uk/sport/olympics/article-2221833/London-2012-Olympics-came-budget.html,London 2012 Olympics came under budget,Positive,,,,,,
223,29/10/2012,https://www.dailymail.co.uk/news/article-2224975/Michael-Gove-dismisses-150-000-signed-petition-new-school-field-rules.html,"Michael Gove dismisses 150,000 who signed petition against new school field rules",Negative,,,,,,
48,26/12/2012,https://www.dailymail.co.uk/news/article-2253377/So-Olympic-legacy-Fury-muddy-state-park-used-equestrian-events-closed-public-months-on.html,So much for this Olympic legacy: Fury at muddy state of park used for equestrian events that is still closed to public six months on,Negative,,,,,,
185,29/12/2012,https://www.dailymail.co.uk/news/article-2254424/New-Year-honours-list-127-Olympians-led-Bradley-Wiggins.html,New Year honours list: 127 Olympians led by Bradley Wiggins,Positive,,,,,,
26,06/01/2013,https://www.dailymail.co.uk/sport/article-2258197/Laura-Williamson-Londons-legacy-So-far-smoke-glitter.html,Laura Williamson: London's legacy? So far its all smoke and glitter,Negative,,,,,,
252,17/01/2013,https://www.dailymail.co.uk/news/article-2263779/Baroness-Susan-Campbell-Thousands-unable-jump-throw-ball-run-start-secondary-school.html,"Baroness Susan Campbell: Thousands unable to jump, throw a ball or run when they start secondary school",Negative,,,,,,
35,07/02/2013,https://www.dailymail.co.uk/sport/othersports/article-2274849/Usain-Bolt-London-Grand-Prix-Olympic-Stadium.html,Usain Bolt London Grand Prix Olympic Stadium,Neutral,,,,,,
125,27/02/2013,https://www.dailymail.co.uk/sport/othersports/article-2285441/Usain-Bolt-earn-200-000-Paris-Diamond-League.html,"Usain Bolt to earn £200,000 at Paris Diamond League",Positive,,,,,,
73,11/03/2013,https://www.dailymail.co.uk/sport/othersports/article-2291364/Lord-Sebastian-Coe-says-shutting-Don-Valley-Stadium-blow-London-2012-legacy.html,Lord Sebastian Coe says shutting Don Valley Stadium is not a blow to London 2012 legacy,Negative,,,,,,
147,12/03/2013,https://www.dailymail.co.uk/sport/othersports/article-2292214/Don-Valley-Stadium-redevelopment-plans-announced.html,Don Valley Stadium redevelopment plans announced,Positive,,,,,,
20,17/03/2013,https://www.dailymail.co.uk/sport/article-2294954/Laura-Williamson-column--David-Cameron-150m-grant-primary-school-sport-late-capitalise-London-2012-Olympic-legacy.html,Laura Williamson column - David Cameron £150m grant for primary school sport too late to capitalise on London 2012 Olympic legacy,Negative,,,,,,
111,22/03/2013,https://www.dailymail.co.uk/sport/football/article-2297419/West-Ham-unveil-Olympic-Stadium-plans-signing-tenancy-deal.html,West Ham unveil Olympic Stadium plans after signing tenancy deal,Positive,,,,,,
219,22/03/2013,https://www.dailymail.co.uk/sport/football/article-2297795/West-Ham-Olympic-Stadium-wheres-share-Des-Kelly.html,West Ham Olympic Stadium where's my share? Des Kelly,Neutral,,,,,,
167,24/03/2013,https://www.dailymail.co.uk/sport/article-2298566/Martin-Samuel-West-Ham-moving-Olympic-Stadium-ONLY-option-aside-bulldozer.html,Martin Samuel: West Ham moving to the Olympic Stadium is the ONLY option aside from a bulldozer,Neutral,,,,,,
105,27/03/2013,https://www.dailymail.co.uk/sport/article-2299657/Olympic-legacy-Dont-whinge-just-enjoy-golden-memories--MARTIN-SAMUEL.html,"Olympic legacy? Don't whinge, just enjoy those golden memories - MARTIN SAMUEL",Positive,,,,,,
150,28/03/2013,https://www.dailymail.co.uk/sport/football/article-2299930/MARTIN-SAMUEL--THE-DEBATE-West-Ham-saved-Olympic-Stadium-idiots-built-wonder-Karren-Brady-smiling.html,"MARTIN SAMUEL - THE DEBATE: West Ham saved the Olympic Stadium from the idiots who built it, no wonder Karren Brady is smiling",Negative,,,,,,
198,07/05/2013,https://www.dailymail.co.uk/news/article-2320502/Classical-musicians-UK-tax-breaks-similar-given-foreign-sports-stars.html,Classical musicians call for UK tax breaks similar to those given to foreign sports stars,Neutral,,,,,,
10,20/06/2013,https://www.dailymail.co.uk/sport/othersports/article-2344904/MARTIN-SAMUEL--THE-DEBATE-Olympic-legacy-The-partys-over.html,MARTIN SAMUEL - THE DEBATE: Olympic legacy? The party's over,Negative,,,,,,
13,04/07/2013,https://www.dailymail.co.uk/sport/othersports/article-2356320/JOANNA-ROWSELL-Its-great-Olympic-legacy-going-events-London-Youth-Games.html,JOANNA ROWSELL: It's great to keep the Olympic legacy going at events such as the London Youth Games,Positive,,,,,,
49,18/07/2013,https://www.dailymail.co.uk/news/article-2367691/50-playing-fields-sold-years-Sell-threat-Olympic-legacy.html,50 playing fields sold in three years: Sell-off is a 'threat to our Olympic legacy',Negative,,,,,,
8,19/07/2013,https://www.dailymail.co.uk/news/article-2370109/Our-Olympic-legacy--new-shopping-centre-Croydon-South-London-town-benefit-Games-boost-UK-economy-10million.html,Our Olympic legacy... a new shopping centre for Croydon: South London town to benefit as Games 'boost UK economy by £10million',Positive,,,,,,
166,20/07/2013,https://www.dailymail.co.uk/sport/othersports/article-2371717/Sebastian-Coe-Drug-cheats-driving-bulldozer-history.html,Sebastian Coe: Drug cheats are driving bulldozer through our history,Negative,,,,,,
68,22/07/2013,https://www.dailymail.co.uk/news/article-2373212/Olympics-bosses-receive-2-8million-golden-goodbyes-despite-knowing-jobs-axed-2012.html,Olympics bosses receive £2.8million in golden goodbyes despite knowing their jobs would be axed after 2012,Negative,,,,,,
199,22/07/2013,https://www.dailymail.co.uk/news/article-2372883/As-win-Ashes-Test-Tour-France-MPs-say-children-avoid-competitive-sports-exercise-life.html,"As we win the Ashes Test and Tour de France, MPs say children should avoid competitive sports because it can put them off exercise for life",Negative,,,,,,
12,26/07/2013,https://www.dailymail.co.uk/debate/article-2379391/They-proud-But-Im-afraid-Olympic-legacy-bitter-disappointment.html,They made us so proud. But I'm afraid the Olympic legacy is bitter disappointment,Negative,,,,,,
30,28/07/2013,https://www.dailymail.co.uk/sport/othersports/article-2380488/Dont-hit-panic-button-Olympic-legacy--winning--Laura-Williamson.html,Don't hit the panic button over the Olympic legacy... we're still winning - Laura Williamson,Neutral,,,,,,
4,30/07/2013,https://www.dailymail.co.uk/travel/article-2380909/A-cool-Olympic-legacy-Giant-indoor-ski-centre-East-London-biggest-UK.html,A cool Olympic legacy: Giant indoor ski centre in East London will be biggest in UK,Positive,,,,,,
189,31/07/2013,https://www.dailymail.co.uk/news/article-2381723/Pupils-taught-hours-PE-week-halves-Coalition-government.html,Pupils taught two hours of PE a week 'halves under Coalition government',Negative,,,,,,
11,04/08/2013,https://www.dailymail.co.uk/sport/othersports/article-2384491/London-rides-crest-wave-cycling-major-focus-Olympic-legacy.html,London rides the crest of a wave as cycling becomes major focus of Olympic legacy,Positive,,,,,,
5,25/09/2013,https://www.dailymail.co.uk/sport/othersports/article-2432292/Olympic-legacy-London-velodrome-host-World-Championships-2016.html,Olympic legacy! London velodrome to host World Championships in 2016,Positive,,,,,,
44,29/10/2013,https://www.dailymail.co.uk/travel/article-2479083/VisitEngland-hopes-Wiggins-effect-help-boost-tourism-reveals-2014-highlights.html,VisitEngland hopes 'Wiggins effect' will help boost tourism as it reveals 2014 highlights,Positive,,,,,,
151,17/11/2013,https://www.dailymail.co.uk/sport/football/article-2508907/CHARLES-SALE-West-Ham-Leyton-Orient-condemned-squabbling-like-children-Olympic-Stadium.html,CHARLES SALE: West Ham and Leyton Orient condemned for 'squabbling like children' over Olympic Stadium,Negative,,,,,,
146,20/11/2013,https://www.dailymail.co.uk/sport/football/article-2510671/Work-Olympic-Stadium-roof-begins-West-Hams-new-home.html,Work on Olympic Stadium roof begins at West Ham's new home,Positive,,,,,,
38,26/11/2013,https://www.dailymail.co.uk/news/article-2513872/First-residents-London-2012-Athletes-Village-accommodation-turned-flats.html,First residents move into London 2012 Athletes' Village after accommodation was turned into flats,Positive,,,,,,
273,18/01/2014,https://www.dailymail.co.uk/news/article-2541676/Failed-asylum-seekers-new-80-000-astroturf-football-pitch-detention-centre-schools-nearby-forced-sell-fields.html,"Failed asylum seekers get new £80,000 astroturf football pitch in detention centre",Negative,,,,,,
106,10/02/2014,https://www.dailymail.co.uk/sport/football/article-2555707/West-Ham-sell-Upton-Park-biggest-London-football-stadium-redevelopment.html,West Ham sell Upton Park in biggest London football stadium redevelopment,Positive,,,,,,
148,11/02/2014,https://www.dailymail.co.uk/sport/othersports/article-2556977/Swimming-set-appeal-against-funds-withdrawal-womens-Olympic-sports.html,Swimming set to appeal against funds withdrawal from women's Olympic sports,Negative,,,,,,
190,28/02/2014,https://www.dailymail.co.uk/sport/othersports/article-2570593/Brownlee-brothers-bikes-support-Yorkshire-Festival-Cycling.html,Brownlee brothers get on their bikes in support of Yorkshire Festival of Cycling...and take a ride through the set of Emmerdale while they're at it!,Positive,,,,,,
85,04/04/2014,https://www.dailymail.co.uk/femail/article-2596797/Still-reeling-zip-wire-incident-Boris-Mayor-takes-backseat-Prince-Harry-pay-visit-new-Olympic-Park.html,Prince Harry and Boris Johnson enjoy a playdate at the Olympic Park,Positive,,,,,,
43,04/04/2014,https://www.dailymail.co.uk/travel/article-2596772/Ever-wanted-use-diving-board-Tom-Daley-Now-Londons-Olympic-Park-officially-opens-public.html,London's Olympic Park officially opens to the public,Positive,,,,,,
259,26/07/2014,https://www.dailymail.co.uk/health/article-2706986/Britains-TOFI-kids-health-time-bomb-Thats-Thin-Outside-Fat-Inside-1m-fit-children-face-hidden-risks.html,Britain's Thin Outside but Fat Inside kids health time-bomb,Negative,,,,,,
29,06/08/2014,https://www.dailymail.co.uk/sport/olympics/article-2717909/Athens-Olympic-relay-stars-team-ten-years-inspire-generation.html,Athens Olympic relay stars team up again after ten years to inspire next generation,Positive,,,,,,
15,14/01/2015,https://www.dailymail.co.uk/news/article-2910553/Coalition-promises-London-2012-Olympic-Games-inspire-generation-active-coming-short-Pupils-spend-time-sport-PE-classes-did-four-years-ago.html,Sport and PE in schools have slumped since 2012 London Olympics,Negative,,,,,,
22,29/01/2015,https://www.dailymail.co.uk/sport/othersports/article-2931144/Olympic-legacy-loses-steam-Sport-England-reveal-245-000-people-swimming.html,"Olympic legacy loses steam as Sport England reveal 245,000 people give up swimming",Negative,,,,,,
24,11/06/2015,https://www.dailymail.co.uk/sport/olympics/article-3120604/Olympic-legacy-risk-222-000-Brits-turn-backs-sport-six-months.html,"Olympic legacy at risk after 222,000 Brits turn their backs on sport in last six months",Negative,,,,,,
69,18/06/2015,https://www.dailymail.co.uk/sport/sportsnews/article-3130364/Nation-hope-pray-Mo-Farah-s-error-absent-minded.html,Nation must hope and pray that Mo Farah's only error is being absent-minded,Negative,,,,,,
31,19/06/2015,https://www.dailymail.co.uk/sport/football/article-3131371/Olympic-Stadium-costs-rise-whopping-35m-West-Ham-prepare-club-pay-15m-272m-total.html,Olympic Stadium costs rise by whopping £35m as West Ham prepare to move in... but club will only pay £15m of £272m total,Negative,,,,,,
14,06/07/2015,https://www.dailymail.co.uk/news/article-3150711/Wicked-negligent-politicians-failed-use-London-2012-legacy-inspire-generation-children-sport-says-ex-Olympics-minister-Tessa-Jowell.html,Tessa Jowell says London Olympics 2012 legacy has been 'squandered',Negative,,,,,,
34,10/07/2015,https://www.dailymail.co.uk/sport/othersports/article-3155925/Usain-Bolt-return-Olympic-stadium-won-three-gold-medals-agreeing-compete-Anniversary-Games.html,"Usain Bolt will return to Olympic Stadium where he won three gold medals, at Anniversary Games",Positive,,,,,,
